yr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,
2028,0.012915391,0.012970505,0.012970505,0.012970505,0.012970505,0.013652809,0.013652809,0.013652809,0.013652809,0.013652809,0.014635931,0.014635931,0.014635931,0.014635931,0.014635931,0.01577735,0.01577735,0.01577735,0.01577735,0.01577735,0.017105421,0.017105421,0.017105421,0.017105421,0.017105421,0.018667861,0.018667861,0.018667861,0.018667861,0.018667861,0.020546116,0.020546116,0.020546116,0.020546116,0.020546116,0.022843567,0.022843567,0.022843567,0.022843567,0.022843567,0.025702316,0.025702316,0.025702316,0.025702316,0.025702316,0.029317775,0.029317775,0.029317775,0.029317775,0.029317775,0.034000884,0.034000884,0.034000884,0.034000884,0.034000884,0.04023821,0.04023821,0.04023821,0.04023821,0.04023821,0.048740069,0.048740069,0.048740069,0.048740069,0.048740069,0.060661207,0.060661207,0.060661207,0.060661207,0.060661207,0.077808901,0.077808901,0.077808901,0.077808901,0.077808901,0.103295114,0.103295114,0.103295114,0.103295114,0.103295114,0.143389733,0.143389733,0.143389733,0.143389733,0.143389733,0.203707476,0.203707476,0.203707476,0.203707476,0.203707476,0.307219662,0.307219662,0.307219662,0.307219662,0.307219662,0.438404209,0.438404209,0.438404209,0.438404209,0.438404209,1,
2029,0.012915391,0.012970505,0.012970505,0.012970505,0.012970505,0.013652809,0.013652809,0.013652809,0.013652809,0.013652809,0.014635931,0.014635931,0.014635931,0.014635931,0.014635931,0.01577735,0.01577735,0.01577735,0.01577735,0.01577735,0.017105421,0.017105421,0.017105421,0.017105421,0.017105421,0.018667861,0.018667861,0.018667861,0.018667861,0.018667861,0.020546116,0.020546116,0.020546116,0.020546116,0.020546116,0.022843567,0.022843567,0.022843567,0.022843567,0.022843567,0.025702316,0.025702316,0.025702316,0.025702316,0.025702316,0.029317775,0.029317775,0.029317775,0.029317775,0.029317775,0.034000884,0.034000884,0.034000884,0.034000884,0.034000884,0.04023821,0.04023821,0.04023821,0.04023821,0.04023821,0.048740069,0.048740069,0.048740069,0.048740069,0.048740069,0.060661207,0.060661207,0.060661207,0.060661207,0.060661207,0.077808901,0.077808901,0.077808901,0.077808901,0.077808901,0.103295114,0.103295114,0.103295114,0.103295114,0.103295114,0.143389733,0.143389733,0.143389733,0.143389733,0.143389733,0.203707476,0.203707476,0.203707476,0.203707476,0.203707476,0.307219662,0.307219662,0.307219662,0.307219662,0.307219662,0.438404209,0.438404209,0.438404209,0.438404209,0.438404209,1,
2030,0.012807705,0.012875481,0.012875481,0.012875481,0.012875481,0.013552155,0.013552155,0.013552155,0.013552155,0.013552155,0.014522852,0.014522852,0.014522852,0.014522852,0.014522852,0.015647738,0.015647738,0.015647738,0.015647738,0.015647738,0.01695605,0.01695605,0.01695605,0.01695605,0.01695605,0.018494202,0.018494202,0.018494202,0.018494202,0.018494202,0.020341327,0.020341327,0.020341327,0.020341327,0.020341327,0.022596827,0.022596827,0.022596827,0.022596827,0.022596827,0.025399406,0.025399406,0.025399406,0.025399406,0.025399406,0.02894021,0.02894021,0.02894021,0.02894021,0.02894021,0.033521051,0.033521051,0.033521051,0.033521051,0.033521051,0.039614943,0.039614943,0.039614943,0.039614943,0.039614943,0.047913373,0.047913373,0.047913373,0.047913373,0.047913373,0.059555714,0.059555714,0.059555714,0.059555714,0.059555714,0.076312576,0.076312576,0.076312576,0.076312576,0.076312576,0.101255569,0.101255569,0.101255569,0.101255569,0.101255569,0.140548138,0.140548138,0.140548138,0.140548138,0.140548138,0.199960008,0.199960008,0.199960008,0.199960008,0.199960008,0.302206105,0.302206105,0.302206105,0.302206105,0.302206105,0.432900433,0.432900433,0.432900433,0.432900433,0.432900433,1,
2031,0.012807705,0.012875481,0.012875481,0.012875481,0.012875481,0.013552155,0.013552155,0.013552155,0.013552155,0.013552155,0.014522852,0.014522852,0.014522852,0.014522852,0.014522852,0.015647738,0.015647738,0.015647738,0.015647738,0.015647738,0.01695605,0.01695605,0.01695605,0.01695605,0.01695605,0.018494202,0.018494202,0.018494202,0.018494202,0.018494202,0.020341327,0.020341327,0.020341327,0.020341327,0.020341327,0.022596827,0.022596827,0.022596827,0.022596827,0.022596827,0.025399406,0.025399406,0.025399406,0.025399406,0.025399406,0.02894021,0.02894021,0.02894021,0.02894021,0.02894021,0.033521051,0.033521051,0.033521051,0.033521051,0.033521051,0.039614943,0.039614943,0.039614943,0.039614943,0.039614943,0.047913373,0.047913373,0.047913373,0.047913373,0.047913373,0.059555714,0.059555714,0.059555714,0.059555714,0.059555714,0.076312576,0.076312576,0.076312576,0.076312576,0.076312576,0.101255569,0.101255569,0.101255569,0.101255569,0.101255569,0.140548138,0.140548138,0.140548138,0.140548138,0.140548138,0.199960008,0.199960008,0.199960008,0.199960008,0.199960008,0.302206105,0.302206105,0.302206105,0.302206105,0.302206105,0.432900433,0.432900433,0.432900433,0.432900433,0.432900433,1,
2032,0.012807705,0.012875481,0.012875481,0.012875481,0.012875481,0.013552155,0.013552155,0.013552155,0.013552155,0.013552155,0.014522852,0.014522852,0.014522852,0.014522852,0.014522852,0.015647738,0.015647738,0.015647738,0.015647738,0.015647738,0.01695605,0.01695605,0.01695605,0.01695605,0.01695605,0.018494202,0.018494202,0.018494202,0.018494202,0.018494202,0.020341327,0.020341327,0.020341327,0.020341327,0.020341327,0.022596827,0.022596827,0.022596827,0.022596827,0.022596827,0.025399406,0.025399406,0.025399406,0.025399406,0.025399406,0.02894021,0.02894021,0.02894021,0.02894021,0.02894021,0.033521051,0.033521051,0.033521051,0.033521051,0.033521051,0.039614943,0.039614943,0.039614943,0.039614943,0.039614943,0.047913373,0.047913373,0.047913373,0.047913373,0.047913373,0.059555714,0.059555714,0.059555714,0.059555714,0.059555714,0.076312576,0.076312576,0.076312576,0.076312576,0.076312576,0.101255569,0.101255569,0.101255569,0.101255569,0.101255569,0.140548138,0.140548138,0.140548138,0.140548138,0.140548138,0.199960008,0.199960008,0.199960008,0.199960008,0.199960008,0.302206105,0.302206105,0.302206105,0.302206105,0.302206105,0.432900433,0.432900433,0.432900433,0.432900433,0.432900433,1,
2033,0.012807705,0.012875481,0.012875481,0.012875481,0.012875481,0.013552155,0.013552155,0.013552155,0.013552155,0.013552155,0.014522852,0.014522852,0.014522852,0.014522852,0.014522852,0.015647738,0.015647738,0.015647738,0.015647738,0.015647738,0.01695605,0.01695605,0.01695605,0.01695605,0.01695605,0.018494202,0.018494202,0.018494202,0.018494202,0.018494202,0.020341327,0.020341327,0.020341327,0.020341327,0.020341327,0.022596827,0.022596827,0.022596827,0.022596827,0.022596827,0.025399406,0.025399406,0.025399406,0.025399406,0.025399406,0.02894021,0.02894021,0.02894021,0.02894021,0.02894021,0.033521051,0.033521051,0.033521051,0.033521051,0.033521051,0.039614943,0.039614943,0.039614943,0.039614943,0.039614943,0.047913373,0.047913373,0.047913373,0.047913373,0.047913373,0.059555714,0.059555714,0.059555714,0.059555714,0.059555714,0.076312576,0.076312576,0.076312576,0.076312576,0.076312576,0.101255569,0.101255569,0.101255569,0.101255569,0.101255569,0.140548138,0.140548138,0.140548138,0.140548138,0.140548138,0.199960008,0.199960008,0.199960008,0.199960008,0.199960008,0.302206105,0.302206105,0.302206105,0.302206105,0.302206105,0.432900433,0.432900433,0.432900433,0.432900433,0.432900433,1,
2034,0.012807705,0.012875481,0.012875481,0.012875481,0.012875481,0.013552155,0.013552155,0.013552155,0.013552155,0.013552155,0.014522852,0.014522852,0.014522852,0.014522852,0.014522852,0.015647738,0.015647738,0.015647738,0.015647738,0.015647738,0.01695605,0.01695605,0.01695605,0.01695605,0.01695605,0.018494202,0.018494202,0.018494202,0.018494202,0.018494202,0.020341327,0.020341327,0.020341327,0.020341327,0.020341327,0.022596827,0.022596827,0.022596827,0.022596827,0.022596827,0.025399406,0.025399406,0.025399406,0.025399406,0.025399406,0.02894021,0.02894021,0.02894021,0.02894021,0.02894021,0.033521051,0.033521051,0.033521051,0.033521051,0.033521051,0.039614943,0.039614943,0.039614943,0.039614943,0.039614943,0.047913373,0.047913373,0.047913373,0.047913373,0.047913373,0.059555714,0.059555714,0.059555714,0.059555714,0.059555714,0.076312576,0.076312576,0.076312576,0.076312576,0.076312576,0.101255569,0.101255569,0.101255569,0.101255569,0.101255569,0.140548138,0.140548138,0.140548138,0.140548138,0.140548138,0.199960008,0.199960008,0.199960008,0.199960008,0.199960008,0.302206105,0.302206105,0.302206105,0.302206105,0.302206105,0.432900433,0.432900433,0.432900433,0.432900433,0.432900433,1,
2035,0.012705027,0.012783964,0.012783964,0.012783964,0.012783964,0.013454785,0.013454785,0.013454785,0.013454785,0.013454785,0.01441296,0.01441296,0.01441296,0.01441296,0.01441296,0.015521925,0.015521925,0.015521925,0.015521925,0.015521925,0.016810961,0.016810961,0.016810961,0.016810961,0.016810961,0.018325423,0.018325423,0.018325423,0.018325423,0.018325423,0.020141798,0.020141798,0.020141798,0.020141798,0.020141798,0.02235636,0.02235636,0.02235636,0.02235636,0.02235636,0.025104182,0.025104182,0.025104182,0.025104182,0.025104182,0.028573061,0.028573061,0.028573061,0.028573061,0.028573061,0.033053481,0.033053481,0.033053481,0.033053481,0.033053481,0.039007645,0.039007645,0.039007645,0.039007645,0.039007645,0.047105375,0.047105375,0.047105375,0.047105375,0.047105375,0.058472693,0.058472693,0.058472693,0.058472693,0.058472693,0.074833495,0.074833495,0.074833495,0.074833495,0.074833495,0.099226037,0.099226037,0.099226037,0.099226037,0.099226037,0.137741047,0.137741047,0.137741047,0.137741047,0.137741047,0.196232339,0.196232339,0.196232339,0.196232339,0.196232339,0.296912114,0.296912114,0.296912114,0.296912114,0.296912114,0.427167877,0.427167877,0.427167877,0.427167877,0.427167877,1,
2036,0.012705027,0.012783964,0.012783964,0.012783964,0.012783964,0.013454785,0.013454785,0.013454785,0.013454785,0.013454785,0.01441296,0.01441296,0.01441296,0.01441296,0.01441296,0.015521925,0.015521925,0.015521925,0.015521925,0.015521925,0.016810961,0.016810961,0.016810961,0.016810961,0.016810961,0.018325423,0.018325423,0.018325423,0.018325423,0.018325423,0.020141798,0.020141798,0.020141798,0.020141798,0.020141798,0.02235636,0.02235636,0.02235636,0.02235636,0.02235636,0.025104182,0.025104182,0.025104182,0.025104182,0.025104182,0.028573061,0.028573061,0.028573061,0.028573061,0.028573061,0.033053481,0.033053481,0.033053481,0.033053481,0.033053481,0.039007645,0.039007645,0.039007645,0.039007645,0.039007645,0.047105375,0.047105375,0.047105375,0.047105375,0.047105375,0.058472693,0.058472693,0.058472693,0.058472693,0.058472693,0.074833495,0.074833495,0.074833495,0.074833495,0.074833495,0.099226037,0.099226037,0.099226037,0.099226037,0.099226037,0.137741047,0.137741047,0.137741047,0.137741047,0.137741047,0.196232339,0.196232339,0.196232339,0.196232339,0.196232339,0.296912114,0.296912114,0.296912114,0.296912114,0.296912114,0.427167877,0.427167877,0.427167877,0.427167877,0.427167877,1,
2037,0.012705027,0.012783964,0.012783964,0.012783964,0.012783964,0.013454785,0.013454785,0.013454785,0.013454785,0.013454785,0.01441296,0.01441296,0.01441296,0.01441296,0.01441296,0.015521925,0.015521925,0.015521925,0.015521925,0.015521925,0.016810961,0.016810961,0.016810961,0.016810961,0.016810961,0.018325423,0.018325423,0.018325423,0.018325423,0.018325423,0.020141798,0.020141798,0.020141798,0.020141798,0.020141798,0.02235636,0.02235636,0.02235636,0.02235636,0.02235636,0.025104182,0.025104182,0.025104182,0.025104182,0.025104182,0.028573061,0.028573061,0.028573061,0.028573061,0.028573061,0.033053481,0.033053481,0.033053481,0.033053481,0.033053481,0.039007645,0.039007645,0.039007645,0.039007645,0.039007645,0.047105375,0.047105375,0.047105375,0.047105375,0.047105375,0.058472693,0.058472693,0.058472693,0.058472693,0.058472693,0.074833495,0.074833495,0.074833495,0.074833495,0.074833495,0.099226037,0.099226037,0.099226037,0.099226037,0.099226037,0.137741047,0.137741047,0.137741047,0.137741047,0.137741047,0.196232339,0.196232339,0.196232339,0.196232339,0.196232339,0.296912114,0.296912114,0.296912114,0.296912114,0.296912114,0.427167877,0.427167877,0.427167877,0.427167877,0.427167877,1,
2038,0.012705027,0.012783964,0.012783964,0.012783964,0.012783964,0.013454785,0.013454785,0.013454785,0.013454785,0.013454785,0.01441296,0.01441296,0.01441296,0.01441296,0.01441296,0.015521925,0.015521925,0.015521925,0.015521925,0.015521925,0.016810961,0.016810961,0.016810961,0.016810961,0.016810961,0.018325423,0.018325423,0.018325423,0.018325423,0.018325423,0.020141798,0.020141798,0.020141798,0.020141798,0.020141798,0.02235636,0.02235636,0.02235636,0.02235636,0.02235636,0.025104182,0.025104182,0.025104182,0.025104182,0.025104182,0.028573061,0.028573061,0.028573061,0.028573061,0.028573061,0.033053481,0.033053481,0.033053481,0.033053481,0.033053481,0.039007645,0.039007645,0.039007645,0.039007645,0.039007645,0.047105375,0.047105375,0.047105375,0.047105375,0.047105375,0.058472693,0.058472693,0.058472693,0.058472693,0.058472693,0.074833495,0.074833495,0.074833495,0.074833495,0.074833495,0.099226037,0.099226037,0.099226037,0.099226037,0.099226037,0.137741047,0.137741047,0.137741047,0.137741047,0.137741047,0.196232339,0.196232339,0.196232339,0.196232339,0.196232339,0.296912114,0.296912114,0.296912114,0.296912114,0.296912114,0.427167877,0.427167877,0.427167877,0.427167877,0.427167877,1,
2039,0.012705027,0.012783964,0.012783964,0.012783964,0.012783964,0.013454785,0.013454785,0.013454785,0.013454785,0.013454785,0.01441296,0.01441296,0.01441296,0.01441296,0.01441296,0.015521925,0.015521925,0.015521925,0.015521925,0.015521925,0.016810961,0.016810961,0.016810961,0.016810961,0.016810961,0.018325423,0.018325423,0.018325423,0.018325423,0.018325423,0.020141798,0.020141798,0.020141798,0.020141798,0.020141798,0.02235636,0.02235636,0.02235636,0.02235636,0.02235636,0.025104182,0.025104182,0.025104182,0.025104182,0.025104182,0.028573061,0.028573061,0.028573061,0.028573061,0.028573061,0.033053481,0.033053481,0.033053481,0.033053481,0.033053481,0.039007645,0.039007645,0.039007645,0.039007645,0.039007645,0.047105375,0.047105375,0.047105375,0.047105375,0.047105375,0.058472693,0.058472693,0.058472693,0.058472693,0.058472693,0.074833495,0.074833495,0.074833495,0.074833495,0.074833495,0.099226037,0.099226037,0.099226037,0.099226037,0.099226037,0.137741047,0.137741047,0.137741047,0.137741047,0.137741047,0.196232339,0.196232339,0.196232339,0.196232339,0.196232339,0.296912114,0.296912114,0.296912114,0.296912114,0.296912114,0.427167877,0.427167877,0.427167877,0.427167877,0.427167877,1,
2040,0.012605731,0.012694222,0.012694222,0.012694222,0.012694222,0.013358804,0.013358804,0.013358804,0.013358804,0.013358804,0.014304719,0.014304719,0.014304719,0.014304719,0.014304719,0.015397881,0.015397881,0.015397881,0.015397881,0.015397881,0.0166675,0.0166675,0.0166675,0.0166675,0.0166675,0.018158707,0.018158707,0.018158707,0.018158707,0.018158707,0.019944554,0.019944554,0.019944554,0.019944554,0.019944554,0.022119,0.022119,0.022119,0.022119,0.022119,0.024812664,0.024812664,0.024812664,0.024812664,0.024812664,0.02820954,0.02820954,0.02820954,0.02820954,0.02820954,0.032591337,0.032591337,0.032591337,0.032591337,0.032591337,0.038405407,0.038405407,0.038405407,0.038405407,0.038405407,0.046304871,0.046304871,0.046304871,0.046304871,0.046304871,0.057392103,0.057392103,0.057392103,0.057392103,0.057392103,0.073356808,0.073356808,0.073356808,0.073356808,0.073356808,0.09718173,0.09718173,0.09718173,0.09718173,0.09718173,0.134898152,0.134898152,0.134898152,0.134898152,0.134898152,0.192492782,0.192492782,0.192492782,0.192492782,0.192492782,0.291715286,0.291715286,0.291715286,0.291715286,0.291715286,0.420875421,0.420875421,0.420875421,0.420875421,0.420875421,1,
2041,0.012605731,0.012694222,0.012694222,0.012694222,0.012694222,0.013358804,0.013358804,0.013358804,0.013358804,0.013358804,0.014304719,0.014304719,0.014304719,0.014304719,0.014304719,0.015397881,0.015397881,0.015397881,0.015397881,0.015397881,0.0166675,0.0166675,0.0166675,0.0166675,0.0166675,0.018158707,0.018158707,0.018158707,0.018158707,0.018158707,0.019944554,0.019944554,0.019944554,0.019944554,0.019944554,0.022119,0.022119,0.022119,0.022119,0.022119,0.024812664,0.024812664,0.024812664,0.024812664,0.024812664,0.02820954,0.02820954,0.02820954,0.02820954,0.02820954,0.032591337,0.032591337,0.032591337,0.032591337,0.032591337,0.038405407,0.038405407,0.038405407,0.038405407,0.038405407,0.046304871,0.046304871,0.046304871,0.046304871,0.046304871,0.057392103,0.057392103,0.057392103,0.057392103,0.057392103,0.073356808,0.073356808,0.073356808,0.073356808,0.073356808,0.09718173,0.09718173,0.09718173,0.09718173,0.09718173,0.134898152,0.134898152,0.134898152,0.134898152,0.134898152,0.192492782,0.192492782,0.192492782,0.192492782,0.192492782,0.291715286,0.291715286,0.291715286,0.291715286,0.291715286,0.420875421,0.420875421,0.420875421,0.420875421,0.420875421,1,
2042,0.012605731,0.012694222,0.012694222,0.012694222,0.012694222,0.013358804,0.013358804,0.013358804,0.013358804,0.013358804,0.014304719,0.014304719,0.014304719,0.014304719,0.014304719,0.015397881,0.015397881,0.015397881,0.015397881,0.015397881,0.0166675,0.0166675,0.0166675,0.0166675,0.0166675,0.018158707,0.018158707,0.018158707,0.018158707,0.018158707,0.019944554,0.019944554,0.019944554,0.019944554,0.019944554,0.022119,0.022119,0.022119,0.022119,0.022119,0.024812664,0.024812664,0.024812664,0.024812664,0.024812664,0.02820954,0.02820954,0.02820954,0.02820954,0.02820954,0.032591337,0.032591337,0.032591337,0.032591337,0.032591337,0.038405407,0.038405407,0.038405407,0.038405407,0.038405407,0.046304871,0.046304871,0.046304871,0.046304871,0.046304871,0.057392103,0.057392103,0.057392103,0.057392103,0.057392103,0.073356808,0.073356808,0.073356808,0.073356808,0.073356808,0.09718173,0.09718173,0.09718173,0.09718173,0.09718173,0.134898152,0.134898152,0.134898152,0.134898152,0.134898152,0.192492782,0.192492782,0.192492782,0.192492782,0.192492782,0.291715286,0.291715286,0.291715286,0.291715286,0.291715286,0.420875421,0.420875421,0.420875421,0.420875421,0.420875421,1,
2043,0.012605731,0.012694222,0.012694222,0.012694222,0.012694222,0.013358804,0.013358804,0.013358804,0.013358804,0.013358804,0.014304719,0.014304719,0.014304719,0.014304719,0.014304719,0.015397881,0.015397881,0.015397881,0.015397881,0.015397881,0.0166675,0.0166675,0.0166675,0.0166675,0.0166675,0.018158707,0.018158707,0.018158707,0.018158707,0.018158707,0.019944554,0.019944554,0.019944554,0.019944554,0.019944554,0.022119,0.022119,0.022119,0.022119,0.022119,0.024812664,0.024812664,0.024812664,0.024812664,0.024812664,0.02820954,0.02820954,0.02820954,0.02820954,0.02820954,0.032591337,0.032591337,0.032591337,0.032591337,0.032591337,0.038405407,0.038405407,0.038405407,0.038405407,0.038405407,0.046304871,0.046304871,0.046304871,0.046304871,0.046304871,0.057392103,0.057392103,0.057392103,0.057392103,0.057392103,0.073356808,0.073356808,0.073356808,0.073356808,0.073356808,0.09718173,0.09718173,0.09718173,0.09718173,0.09718173,0.134898152,0.134898152,0.134898152,0.134898152,0.134898152,0.192492782,0.192492782,0.192492782,0.192492782,0.192492782,0.291715286,0.291715286,0.291715286,0.291715286,0.291715286,0.420875421,0.420875421,0.420875421,0.420875421,0.420875421,1,
2044,0.012605731,0.012694222,0.012694222,0.012694222,0.012694222,0.013358804,0.013358804,0.013358804,0.013358804,0.013358804,0.014304719,0.014304719,0.014304719,0.014304719,0.014304719,0.015397881,0.015397881,0.015397881,0.015397881,0.015397881,0.0166675,0.0166675,0.0166675,0.0166675,0.0166675,0.018158707,0.018158707,0.018158707,0.018158707,0.018158707,0.019944554,0.019944554,0.019944554,0.019944554,0.019944554,0.022119,0.022119,0.022119,0.022119,0.022119,0.024812664,0.024812664,0.024812664,0.024812664,0.024812664,0.02820954,0.02820954,0.02820954,0.02820954,0.02820954,0.032591337,0.032591337,0.032591337,0.032591337,0.032591337,0.038405407,0.038405407,0.038405407,0.038405407,0.038405407,0.046304871,0.046304871,0.046304871,0.046304871,0.046304871,0.057392103,0.057392103,0.057392103,0.057392103,0.057392103,0.073356808,0.073356808,0.073356808,0.073356808,0.073356808,0.09718173,0.09718173,0.09718173,0.09718173,0.09718173,0.134898152,0.134898152,0.134898152,0.134898152,0.134898152,0.192492782,0.192492782,0.192492782,0.192492782,0.192492782,0.291715286,0.291715286,0.291715286,0.291715286,0.291715286,0.420875421,0.420875421,0.420875421,0.420875421,0.420875421,1,
2045,0.01251173,0.012608591,0.012608591,0.012608591,0.012608591,0.013266646,0.013266646,0.013266646,0.013266646,0.013266646,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02,0.015278605,0.015278605,0.015278605,0.015278605,0.015278605,0.016529745,0.016529745,0.016529745,0.016529745,0.016529745,0.01799856,0.01799856,0.01799856,0.01799856,0.01799856,0.019755038,0.019755038,0.019755038,0.019755038,0.019755038,0.02189046,0.02189046,0.02189046,0.02189046,0.02189046,0.024532051,0.024532051,0.024532051,0.024532051,0.024532051,0.027859033,0.027859033,0.027859033,0.027859033,0.027859033,0.032145038,0.032145038,0.032145038,0.032145038,0.032145038,0.037824344,0.037824344,0.037824344,0.037824344,0.037824344,0.045533194,0.045533194,0.045533194,0.045533194,0.045533194,0.056350727,0.056350727,0.056350727,0.056350727,0.056350727,0.071926922,0.071926922,0.071926922,0.071926922,0.071926922,0.095192765,0.095192765,0.095192765,0.095192765,0.095192765,0.132082948,0.132082948,0.132082948,0.132082948,0.132082948,0.188714852,0.188714852,0.188714852,0.188714852,0.188714852,0.286532951,0.286532951,0.286532951,0.286532951,0.286532951,0.414937759,0.414937759,0.414937759,0.414937759,0.414937759,1,
2046,0.01251173,0.012608591,0.012608591,0.012608591,0.012608591,0.013266646,0.013266646,0.013266646,0.013266646,0.013266646,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02,0.015278605,0.015278605,0.015278605,0.015278605,0.015278605,0.016529745,0.016529745,0.016529745,0.016529745,0.016529745,0.01799856,0.01799856,0.01799856,0.01799856,0.01799856,0.019755038,0.019755038,0.019755038,0.019755038,0.019755038,0.02189046,0.02189046,0.02189046,0.02189046,0.02189046,0.024532051,0.024532051,0.024532051,0.024532051,0.024532051,0.027859033,0.027859033,0.027859033,0.027859033,0.027859033,0.032145038,0.032145038,0.032145038,0.032145038,0.032145038,0.037824344,0.037824344,0.037824344,0.037824344,0.037824344,0.045533194,0.045533194,0.045533194,0.045533194,0.045533194,0.056350727,0.056350727,0.056350727,0.056350727,0.056350727,0.071926922,0.071926922,0.071926922,0.071926922,0.071926922,0.095192765,0.095192765,0.095192765,0.095192765,0.095192765,0.132082948,0.132082948,0.132082948,0.132082948,0.132082948,0.188714852,0.188714852,0.188714852,0.188714852,0.188714852,0.286532951,0.286532951,0.286532951,0.286532951,0.286532951,0.414937759,0.414937759,0.414937759,0.414937759,0.414937759,1,
2047,0.01251173,0.012608591,0.012608591,0.012608591,0.012608591,0.013266646,0.013266646,0.013266646,0.013266646,0.013266646,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02,0.015278605,0.015278605,0.015278605,0.015278605,0.015278605,0.016529745,0.016529745,0.016529745,0.016529745,0.016529745,0.01799856,0.01799856,0.01799856,0.01799856,0.01799856,0.019755038,0.019755038,0.019755038,0.019755038,0.019755038,0.02189046,0.02189046,0.02189046,0.02189046,0.02189046,0.024532051,0.024532051,0.024532051,0.024532051,0.024532051,0.027859033,0.027859033,0.027859033,0.027859033,0.027859033,0.032145038,0.032145038,0.032145038,0.032145038,0.032145038,0.037824344,0.037824344,0.037824344,0.037824344,0.037824344,0.045533194,0.045533194,0.045533194,0.045533194,0.045533194,0.056350727,0.056350727,0.056350727,0.056350727,0.056350727,0.071926922,0.071926922,0.071926922,0.071926922,0.071926922,0.095192765,0.095192765,0.095192765,0.095192765,0.095192765,0.132082948,0.132082948,0.132082948,0.132082948,0.132082948,0.188714852,0.188714852,0.188714852,0.188714852,0.188714852,0.286532951,0.286532951,0.286532951,0.286532951,0.286532951,0.414937759,0.414937759,0.414937759,0.414937759,0.414937759,1,
2048,0.01251173,0.012608591,0.012608591,0.012608591,0.012608591,0.013266646,0.013266646,0.013266646,0.013266646,0.013266646,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02,0.015278605,0.015278605,0.015278605,0.015278605,0.015278605,0.016529745,0.016529745,0.016529745,0.016529745,0.016529745,0.01799856,0.01799856,0.01799856,0.01799856,0.01799856,0.019755038,0.019755038,0.019755038,0.019755038,0.019755038,0.02189046,0.02189046,0.02189046,0.02189046,0.02189046,0.024532051,0.024532051,0.024532051,0.024532051,0.024532051,0.027859033,0.027859033,0.027859033,0.027859033,0.027859033,0.032145038,0.032145038,0.032145038,0.032145038,0.032145038,0.037824344,0.037824344,0.037824344,0.037824344,0.037824344,0.045533194,0.045533194,0.045533194,0.045533194,0.045533194,0.056350727,0.056350727,0.056350727,0.056350727,0.056350727,0.071926922,0.071926922,0.071926922,0.071926922,0.071926922,0.095192765,0.095192765,0.095192765,0.095192765,0.095192765,0.132082948,0.132082948,0.132082948,0.132082948,0.132082948,0.188714852,0.188714852,0.188714852,0.188714852,0.188714852,0.286532951,0.286532951,0.286532951,0.286532951,0.286532951,0.414937759,0.414937759,0.414937759,0.414937759,0.414937759,1,
2049,0.01251173,0.012608591,0.012608591,0.012608591,0.012608591,0.013266646,0.013266646,0.013266646,0.013266646,0.013266646,1.42E-02,1.42E-02,1.42E-02,1.42E-02,1.42E-02,0.015278605,0.015278605,0.015278605,0.015278605,0.015278605,0.016529745,0.016529745,0.016529745,0.016529745,0.016529745,0.01799856,0.01799856,0.01799856,0.01799856,0.01799856,0.019755038,0.019755038,0.019755038,0.019755038,0.019755038,0.02189046,0.02189046,0.02189046,0.02189046,0.02189046,0.024532051,0.024532051,0.024532051,0.024532051,0.024532051,0.027859033,0.027859033,0.027859033,0.027859033,0.027859033,0.032145038,0.032145038,0.032145038,0.032145038,0.032145038,0.037824344,0.037824344,0.037824344,0.037824344,0.037824344,0.045533194,0.045533194,0.045533194,0.045533194,0.045533194,0.056350727,0.056350727,0.056350727,0.056350727,0.056350727,0.071926922,0.071926922,0.071926922,0.071926922,0.071926922,0.095192765,0.095192765,0.095192765,0.095192765,0.095192765,0.132082948,0.132082948,0.132082948,0.132082948,0.132082948,0.188714852,0.188714852,0.188714852,0.188714852,0.188714852,0.286532951,0.286532951,0.286532951,0.286532951,0.286532951,0.414937759,0.414937759,0.414937759,0.414937759,0.414937759,1,
