Country,WORLD,More developed regions,Less developed regions,Least developed countries,"Less developed regions, excluding least developed countries","Less developed regions, excluding China",Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,R_union,Rwanda,Seychelles,Somalia,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Congo DR,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libyan Arab Jamahiriya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cape Verde,Cote dIvoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Eastern Asia,China,"China, Hong Kong SAR","China, Macao SAR","Korea, DPR",Japan,Mongolia,Republic of Korea,Other non-specified areas,South-Central Asia,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei,Cambodia,Indonesia,Lao PDR,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Occupied Palestinian Territory,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czech Republic,Hungary,Poland,Moldova,Romania,Russia,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Netherlands Antilles,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands (Malvinas),French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia (Fed. States of),Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands
2010,6974036.375,1240379.812,5733656.563,851103.16,4882553.403,4355150.809,877567.481,1045922.624,332536.404,8575.172,753.943,905.564,5415.28,84734.262,41609.728,21315.135,15380.888,1306.593,210.552,23929.708,855.849,10942.95,86.879,9556.873,34509.205,46218.486,13474.959,12754.378,129981.453,19618.432,20030.362,4486.837,11525.496,4139.748,67757.577,720.213,1534.262,168.526,212987.549,35980.193,82536.77,6422.772,32272.974,44632.406,10594.057,548.377,58211.893,2030.738,2193.843,2324.004,50459.978,1203.33,312205.325,9099.922,16967.845,500.585,20152.894,1776.103,24965.816,10221.808,1547.061,4128.572,15839.538,3541.54,16068.994,162470.737,4.055,12767.556,5997.486,6154.813,4207447.704,1580645.737,1359822,7122.187,555.731,24451.285,126497.241,2800.114,48391.343,23262.512,1789919.237,61441.856,16206.75,5392.58,6976.958,5105.301,27760.267,1728477.381,32358.26,150493.658,738.267,1241491.96,74798.599,320.081,30485.798,176745.364,21045.394,600025.061,405.938,14305.183,242325.638,6288.037,28859.154,48336.763,94852.03,5187.933,69518.555,1153.834,88791.996,236857.669,3100.236,9306.023,1323.535,1116.564,4329.026,32664.942,7562.194,6330.169,2818.042,4259.405,4152.369,2846.145,1870.041,28082.541,20766.037,73639.596,7890.924,24799.88,739298.975,294283.53,9559.441,7446.135,10534.293,9966.116,38298.949,3544.864,21436.495,142835.555,5471.502,45190.18,99767.784,153.876,5572.594,1340.537,48.863,5384.77,324.366,4525.802,83.327,2243.142,3307.481,4924.848,9440.747,62417.431,155837.662,3215.988,86.165,3752.228,4395.56,29.254,11390.031,0.459,60788.694,417.855,632.261,10689.663,31.735,9853.969,2035.012,46454.895,2063.893,189409.999,8413.429,10754.056,63125.894,82162.512,36.304,515.941,35.427,16664.746,7701.69,596628.912,41929.57,15.645,89.612,108.141,347.176,273.925,23.478,56.729,11253.665,67.675,10056.181,104.89,463.069,10123.787,2751.273,407.121,5.99,202.847,3745.526,53.051,176.044,109.365,1346.35,39.184,108.846,158018.382,317.928,4726.575,6227.491,14757.316,7754.687,114793.341,5869.859,3571.185,396680.96,40764.561,10088.108,196655.014,17269.525,46927.125,14666.055,3.027,237.08,756.04,6568.29,29399.817,529.419,3380.008,29436.891,347563.355,65.077,34349.561,57.296,6.041,313085.38,37174.805,27020.241,22605.732,4414.509,8934.937,868.406,254.816,7013.829,552.267,245.619,541.653,182.111,101.093,54.816,111.542,10.308,61.174,20.609,677.974,69.543,20.414,273.777,1.426,183.874,1.134,104.509,9.847,13.45
2050,9306127.986,1311731.478,7994396.508,1726468.387,6267928.121,6668507.161,1960102.104,2191598.905,779613.282,13703.001,1700.13,1619.732,11567.912,145187.304,96887.193,53561.173,49719.099,1366.915,493.056,50191.707,1083.215,26002.584,91.324,28217.081,94259.414,138312.14,45036.763,20613.539,278350.017,42334.143,38472.407,8392.459,27252.049,8801.176,148522.753,1492.645,2783.767,298.618,322458.401,46521.56,123451.644,8773.331,39199.971,90961.6,12648.966,901.329,67326.912,2502.791,2788.468,3599.432,56757.058,1679.163,743850.293,21734.471,46721.176,632.094,40673.593,4036.275,49106.74,23006.011,3185.172,9660.352,42130.177,7084.7,55435.162,389614.656,4.101,28606.957,11088.208,11130.448,5142220.028,1511962.836,1384976,9305.325,824.43,26381.631,108548.677,4093.399,47049.782,20155.829,2475683.962,81799.299,21210.04,7768.092,10744.591,6638.809,35437.767,2393884.663,76249.991,194352.619,961.992,1692007.631,85343.693,405.237,46495.296,274875.396,23192.808,759206.642,601.606,18964.892,293455.578,8384.309,43454.751,55295.866,154938.579,6105.946,71036.71,3005.978,103962.427,395366.588,2930.743,11578.484,1801.018,1347.448,3185.945,83357.221,12029.449,9881.728,5163.994,4677.987,9726.865,3739.585,2611.601,44937.69,33051.312,91616.772,12152.082,61576.664,719257.149,256945.871,8001.011,5459.131,10637.538,9242.823,34905.868,2660.593,18534.956,126188.341,5241.141,36074.469,114035.945,151.871,5919.903,1232.821,54.97,5610.851,431.005,6037.716,84.917,1902.467,2812.659,6063.492,10915.885,72817.388,155227.477,2989.747,136.617,2952.349,3858.902,27.648,11646.763,0.454,59158.108,415.034,603.61,9378.684,34.16,8797.014,1993.561,51353.635,1881.191,193047.856,8427.06,11587.473,72442.16,74781.359,44.936,707.544,35.953,17151.142,7870.229,750955.943,47313.918,18.3,111.577,103.749,445.096,264.477,27.92,62.206,9898.393,64.847,12942.018,94.921,475.616,14178.411,2569.228,382.028,6.932,198.053,3657.439,68.238,205.188,112.659,1288.356,46.045,92.221,215569.018,529.221,6001.065,7607.108,31594.785,12938.753,143924.837,7845.543,5127.706,488073.007,50559.806,16769.393,222843.309,20058.849,61764.353,19549.39,3.019,505.73,766.143,10322.883,38832.436,613.801,3663.253,41820.642,446862.488,64.662,43641.505,49.772,6.023,403100.526,55233.473,37063.164,31385.363,5677.801,16585.307,1017.284,343.582,13549.364,1162.515,512.562,725.87,245.441,155.721,74.701,138.757,10.715,72.985,27.55,859.132,120.458,23.712,329.938,1.094,218.965,1.386,138.176,12.722,12.681
