Country,Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
Micronesia,2005-2010,0.02534346,0.001476289,0.001478472,0.001480661,0.001482857,0.00055835,0.000558662,0.000558974,0.000559287,0.0005596,0.000491809,0.000492051,0.000492293,0.000492536,0.000492778,0.0008587,0.000859438,0.000860177,0.000860917,0.000861659,0.00118879,0.001190204,0.001191623,0.001193044,0.001194469,0.001254092,0.001255667,0.001257246,0.001258828,0.001260415,0.001307174,0.001308885,0.001310601,0.001312321,0.001314045,0.001667923,0.00167071,0.001673506,0.001676311,0.001679126,0.002460385,0.002466454,0.002472552,0.002478681,0.00248484,0.003793108,0.00380755,0.003822103,0.003836767,0.003851545,0.006066913,0.006103945,0.006141432,0.006179382,0.006217804,0.009392016,0.009481062,0.009571813,0.009664318,0.009758629,0.014207432,0.014412192,0.014622941,0.014839945,0.015063486,0.022758789,0.023288814,0.023844115,0.024426545,0.02503814,0.037885833,0.039377689,0.040991854,0.04274401,0.044652643,0.060859938,0.064803899,0.06929445,0.074453676,0.08044295,0.091582165,0.100815023,0.112118225,0.126276074,0.144526286
Guam,2005-2010,0.008925,0.000391504,0.000391658,0.000391811,0.000391965,0.000183608,0.000183641,0.000183675,0.000183709,0.000183743,0.000294153,0.00029424,0.000294326,0.000294413,0.0002945,0.000560782,0.000561097,0.000561412,0.000561727,0.000562043,0.000741229,0.000741778,0.000742329,0.000742881,0.000743433,0.000781816,0.000782428,0.000783041,0.000783654,0.000784269,0.000915392,0.000916231,0.000917071,0.000917913,0.000918756,0.001283424,0.001285073,0.001286727,0.001288385,0.001290047,0.002001801,0.002005816,0.002009848,0.002013895,0.002017959,0.003040042,0.003049312,0.003058639,0.003068023,0.003077464,0.004917965,0.004942271,0.004966818,0.004991611,0.005016652,0.007504552,0.007561296,0.007618905,0.007677399,0.007736797,0.010887672,0.011007518,0.011130032,0.011255304,0.011383428,0.018500859,0.018849593,0.019211726,0.019588046,0.019979404,0.032971574,0.034095766,0.035299323,0.036590959,0.03798071,0.055898596,0.059208255,0.062934496,0.067161256,0.071996641,0.088186494,0.096715495,0.107070911,0.119909758,0.136247116
Micronesia (Fed. States of),2005-2010,0.034869,0.002160101,0.002164777,0.002169473,0.00217419,0.000823055,0.000823733,0.000824412,0.000825092,0.000825773,0.000647793,0.000648212,0.000648633,0.000649054,0.000649475,0.001087682,0.001088867,0.001090054,0.001091243,0.001092435,0.001512274,0.001514564,0.001516861,0.001519166,0.001521477,0.001704119,0.001707028,0.001709947,0.001712876,0.001715815,0.001954667,0.001958496,0.001962339,0.001966197,0.001970071,0.002489001,0.002495211,0.002501453,0.002507726,0.00251403,0.003480603,0.00349276,0.003505002,0.00351733,0.003529746,0.005178278,0.005205232,0.005232468,0.005259991,0.005287805,0.00793274,0.007996172,0.008060626,0.008126127,0.008192702,0.012229049,0.01238045,0.012535647,0.012694784,0.012858014,0.018745352,0.019103452,0.019475502,0.019862331,0.020264838,0.029149959,0.030025192,0.03095461,0.031943406,0.032997457,0.045898601,0.048106628,0.050537833,0.053227853,0.056220341,0.070180861,0.07547797,0.08163999,0.088897589,0.097571456,0.100629632,0.111888979,0.125985352,0.144145584,0.168423018
Polynesia,2005-2010,0.01744192,0.000947201,0.000948099,0.000948999,0.0009499,0.000357733,0.000357861,0.000357989,0.000358118,0.000358246,0.000289873,0.000289957,0.000290041,0.000290125,0.000290209,0.00057316,0.000573489,0.000573818,0.000574147,0.000574477,0.000817338,0.000818007,0.000818677,0.000819348,0.000820019,0.000870531,0.000871289,0.000872049,0.00087281,0.000873572,0.001010265,0.001011287,0.001012311,0.001013337,0.001014364,0.001465456,0.001467607,0.001469764,0.001471927,0.001474097,0.002326198,0.002331622,0.002337071,0.002342546,0.002348046,0.0038705,0.003885539,0.003900695,0.00391597,0.003931365,0.006413452,0.00645485,0.006496785,0.00653927,0.006582313,0.010476987,0.010587917,0.01070122,0.010816975,0.010935262,0.017027443,0.017322399,0.017627754,0.017944068,0.018271941,0.026798789,0.02753674,0.028316484,0.029141673,0.030016401,0.040071081,0.0417438,0.043562254,0.045546356,0.04771982,0.05831493,0.061926149,0.066014151,0.070680034,0.076055649,0.081588379,0.088836397,0.097497745,0.108030472,0.121114533
French Polynesia,2005-2010,0.007688,0.00061525,0.000615629,0.000616008,0.000616388,0.000306307,0.000306401,0.000306495,0.000306589,0.000306683,0.000271502,0.000271576,0.000271649,0.000271723,0.000271797,0.000624375,0.000624765,0.000625156,0.000625547,0.000625939,0.000866443,0.000867194,0.000867947,0.000868701,0.000869456,0.000747788,0.000748347,0.000748908,0.000749469,0.000750031,0.000767172,0.000767761,0.000768351,0.000768942,0.000769533,0.001174715,0.001176096,0.001177481,0.001178869,0.001180261,0.001970208,0.001974097,0.001978002,0.001981922,0.001985858,0.003347015,0.003358256,0.003369571,0.003380964,0.003392434,0.005652447,0.005684578,0.005717078,0.005749951,0.005783204,0.009441104,0.009531088,0.009622804,0.009716302,0.009811635,0.015574219,0.015820613,0.016074928,0.016337553,0.016608902,0.025163148,0.025812676,0.026496625,0.027217805,0.027979342,0.038676986,0.04023308,0.041919636,0.043753779,0.045755766,0.057031775,0.060481121,0.064374567,0.068803781,0.073887521,0.080731253,0.087821166,0.096276259,0.106532843,0.119235321
Samoa,2005-2010,0.022424,0.001139131,0.00114043,0.001141733,0.001143038,0.000359098,0.000359227,0.000359356,0.000359485,0.000359615,0.000293883,0.000293969,0.000294055,0.000294142,0.000294228,0.000527363,0.000527641,0.00052792,0.000528198,0.000528478,0.000779169,0.000779777,0.000780385,0.000780995,0.000781605,0.000971492,0.000972437,0.000973383,0.000974332,0.000975282,0.001223628,0.001225127,0.00122663,0.001228137,0.001229647,0.001784801,0.001787993,0.001791195,0.001794409,0.001797635,0.002803157,0.002811037,0.002818961,0.00282693,0.002834944,0.004604032,0.004625327,0.00464682,0.004668514,0.004690411,0.007504763,0.007561511,0.007619123,0.007677619,0.007737021,0.01210223,0.012250488,0.012402424,0.012558175,0.012717889,0.019222954,0.019599719,0.019991547,0.020399362,0.020824162,0.029083294,0.029954469,0.030879446,0.031863369,0.032912058,0.042086458,0.043935549,0.04595459,0.048168136,0.05060572,0.059863942,0.063675828,0.068006177,0.072968485,0.078711979,0.082129326,0.089478102,0.098271224,0.108980912,0.122310413
Tonga,2005-2010,0.022054,0.001107507,0.001108735,0.001109966,0.001111199,0.000347053,0.000347174,0.000347295,0.000347415,0.000347536,0.000283862,0.000283942,0.000284023,0.000284104,0.000284184,0.000509854,0.000510114,0.000510374,0.000510635,0.000510896,0.000749918,0.000750481,0.000751045,0.000751609,0.000752175,0.000935398,0.000936274,0.000937151,0.00093803,0.000938911,0.001183199,0.0011846,0.001186005,0.001187414,0.001188825,0.001724265,0.001727244,0.001730232,0.001733231,0.00173624,0.002713607,0.002720991,0.002728415,0.00273588,0.002743385,0.004460218,0.004480201,0.004500363,0.004520708,0.004541238,0.007292136,0.007345702,0.007400061,0.00745523,0.007511228,0.011567325,0.011702694,0.011841269,0.011983165,0.012128503,0.018612971,0.018965984,0.019332647,0.019713766,0.020110214,0.02867238,0.029518753,0.030416614,0.031370808,0.032386808,0.041444848,0.04323679,0.045190691,0.047329546,0.049680921,0.059235664,0.062965465,0.067196525,0.072037173,0.077629374,0.081623974,0.088878599,0.09754858,0.108092887,0.121192987
Burundi,2010-2015,0.094083,0.015929194,0.01618704,0.016453372,0.016728614,0.006219601,0.006258527,0.006297943,0.006337858,0.006378283,0.00374301,0.003757073,0.003771242,0.003785518,0.003799902,0.00392858,0.003944075,0.003959692,0.003975434,0.003991301,0.005280901,0.005308937,0.005337272,0.005365911,0.005394859,0.006836976,0.006884042,0.006931761,0.006980145,0.00702921,0.008678578,0.008754555,0.008831874,0.008910571,0.008990683,0.010668109,0.010783145,0.010900689,0.011020823,0.011143636,0.012320211,0.012473892,0.012631456,0.012793051,0.012958834,0.013401196,0.013583228,0.013770273,0.013962541,0.014160254,0.014747631,0.014968379,0.015195836,0.015430312,0.015672138,0.01781269,0.018135736,0.018470716,0.018818303,0.019179224,0.024051116,0.024643828,0.025266491,0.025921434,0.026611236,0.035204484,0.036489062,0.037870937,0.039361598,0.040974416,0.052736869,0.055672882,0.058955082,0.062648531,0.066835689,0.076776585,0.083161436,0.090704557,0.09975257,0.110805726,0.105477835,0.117915284,0.133677958,0.154305157,0.182459616
Comoros,2010-2015,0.06283,0.006052197,0.006089049,0.006126353,0.006164116,0.001823379,0.00182671,0.001830053,0.001833408,0.001836776,0.001247822,0.001249381,0.001250944,0.001252511,0.001254082,0.002050049,0.002054261,0.002058489,0.002062736,0.002066999,0.002796949,0.002804794,0.002812683,0.002820616,0.002828595,0.003174339,0.003184447,0.003194621,0.003204859,0.003215163,0.003584817,0.003597714,0.003610705,0.003623789,0.003636969,0.004354093,0.004373134,0.004392342,0.00441172,0.00443127,0.005578181,0.005609472,0.005641116,0.005673118,0.005705486,0.007563636,0.007621281,0.007679811,0.007739247,0.00779961,0.010695617,0.01081125,0.01092941,0.011050182,0.011173653,0.015534016,0.015779129,0.016032102,0.016293318,0.016563187,0.023036493,0.023579687,0.024149115,0.024746727,0.025374667,0.034367291,0.035590438,0.036903863,0.038317943,0.03984471,0.051998505,0.054850657,0.058033852,0.061609276,0.065654182,0.076554372,0.08290079,0.090394571,0.099377784,0.110343473,0.106034845,0.118611832,0.134573888,0.155500147,0.184132829
Djibouti,2010-2015,0.07495,0.007929258,0.007992634,0.00805703,0.008122473,0.002480171,0.002486337,0.002492534,0.002498763,0.002505022,0.001726172,0.001729157,0.001732152,0.001735157,0.001738173,0.002381098,0.002386781,0.002392491,0.002398229,0.002403995,0.003398415,0.003410003,0.003421671,0.003433419,0.003445248,0.004343888,0.004362839,0.004381957,0.004401243,0.0044207,0.005474139,0.00550427,0.005534735,0.005565538,0.005596687,0.006495112,0.006537574,0.006580595,0.006624186,0.006668359,0.007268706,0.007321927,0.007375933,0.007430741,0.007486371,0.008789288,0.008867224,0.008946555,0.009027319,0.009109554,0.01176888,0.011909036,0.012052571,0.012199607,0.012350276,0.016671897,0.016954562,0.017246977,0.017549655,0.017863147,0.024424228,0.025035706,0.025678588,0.026355356,0.027068763,0.036021699,0.037367749,0.038818302,0.040386019,0.042085692,0.053964787,0.057043106,0.060493863,0.064389003,0.068820272,0.078596069,0.08530034,0.093255026,0.102845925,0.114635744,0.10778514,0.120806259,0.137405732,0.159293583,0.189475874
Eritrea,2010-2015,0.047508,0.003807384,0.003821935,0.003836598,0.003851375,0.001202474,0.001203922,0.001205373,0.001206828,0.001208286,0.000974151,0.000975101,0.000976052,0.000977006,0.000977961,0.001494208,0.001496444,0.001498687,0.001500936,0.001503192,0.0022211,0.002226044,0.00223101,0.002235999,0.00224101,0.002872128,0.002880401,0.002888721,0.00289709,0.002905508,0.003749923,0.003764038,0.003778259,0.003792589,0.003807027,0.005108475,0.005134706,0.005161207,0.005187984,0.005215039,0.007030306,0.007080081,0.007130566,0.007181776,0.007233727,0.009777932,0.009874484,0.009972962,0.010073424,0.010175931,0.013626542,0.01381479,0.014008312,0.014207333,0.01441209,0.019499075,0.01988685,0.020290361,0.020710586,0.021148586,0.028788539,0.029641886,0.030547367,0.031509912,0.03253509,0.041352689,0.043136499,0.045081142,0.047209395,0.049548552,0.056957649,0.060397763,0.06428014,0.068695924,0.073763152,0.07681073,0.083201498,0.090752218,0.099810216,0.11087686,0.09975064,0.110803344,0.124610617,0.142348787,0.165975149
Ethiopia,2010-2015,0.062902,0.00891593,0.008996139,0.009077804,0.009160965,0.003561823,0.003574555,0.003587379,0.003600294,0.003613303,0.002254419,0.002259513,0.00226463,0.00226977,0.002274934,0.002598417,0.002605186,0.002611991,0.002618831,0.002625708,0.003483129,0.003495304,0.003507564,0.00351991,0.003532344,0.004159892,0.004177269,0.004194791,0.004212462,0.004230282,0.004940438,0.004964967,0.004989741,0.005014763,0.005040038,0.006065242,0.006102254,0.00613972,0.006177649,0.006216049,0.007290743,0.007344288,0.007398626,0.007453773,0.007509749,0.008560593,0.008634509,0.008709713,0.008786239,0.008864121,0.010394604,0.010503786,0.010615287,0.01072918,0.010845544,0.013638887,0.013827478,0.014021358,0.014220753,0.0144259,0.019659464,0.020053709,0.02046409,0.020891618,0.02133739,0.02981917,0.030735683,0.031710321,0.032748796,0.033857591,0.045907691,0.048116613,0.050548853,0.053240078,0.056233979,0.068857413,0.073949376,0.079854572,0.086784729,0.095032061,0.097524895,0.108063806,0.121156431,0.137858926,0.159902979
Kenya,2010-2015,0.058142,0.0081771,0.008244517,0.008313054,0.00838274,0.003250554,0.003261155,0.003271825,0.003282565,0.003293376,0.002608849,0.002615673,0.002622533,0.002629429,0.002636361,0.002838599,0.002846679,0.002854806,0.002862979,0.002871199,0.003677236,0.003690808,0.003704481,0.003718255,0.003732132,0.005384063,0.005413208,0.00544267,0.005472455,0.005502568,0.007637796,0.00769658,0.007756277,0.007816907,0.007878493,0.010377134,0.010485948,0.010597068,0.010710569,0.010826527,0.012538352,0.012697559,0.01286086,0.013028417,0.013200397,0.013114217,0.013288485,0.013467447,0.013651295,0.013840232,0.013092633,0.013266324,0.013444686,0.013627908,0.013816194,0.014459233,0.01467137,0.014889824,0.015114882,0.015346848,0.01907525,0.019446191,0.019831845,0.020233104,0.020650937,0.02838541,0.029214681,0.030093864,0.031027604,0.032021144,0.044122552,0.046159214,0.048392997,0.050853973,0.053578661,0.066815997,0.071600023,0.077121957,0.083566792,0.091186997,0.095530749,0.105620781,0.118093957,0.13390764,0.154611271
Madagascar,2010-2015,0.04103,0.004305479,0.004324096,0.004342875,0.004361818,0.001941057,0.001944832,0.001948621,0.001952426,0.001956245,0.00114284,0.001144148,0.001145459,0.001146772,0.001148089,0.001733385,0.001736395,0.001739416,0.001742446,0.001745488,0.002412756,0.002418592,0.002424456,0.002430348,0.002436269,0.00271563,0.002723025,0.00273046,0.002737936,0.002745453,0.002909662,0.002918152,0.002926693,0.002935284,0.002943925,0.003360044,0.003371372,0.003382777,0.003394259,0.003405819,0.004140326,0.00415754,0.004174897,0.0041924,0.00421005,0.005460791,0.005490775,0.00552109,0.005551742,0.005582736,0.007568116,0.00762583,0.00768443,0.007743937,0.007804374,0.010656519,0.010771304,0.010888588,0.011008454,0.011130989,0.01611589,0.016379866,0.016652634,0.01693464,0.017226363,0.025222181,0.0258748,0.026562089,0.027286885,0.028052346,0.039956587,0.041619562,0.043426974,0.045398493,0.047557534,0.061923364,0.066010986,0.070676405,0.076051448,0.082311345,0.090604809,0.099631942,0.110656905,0.124425439,0.142107188
Malawi,2010-2015,0.08606,0.008886716,0.008966398,0.009047521,0.009130126,0.002343904,0.002349411,0.002354944,0.002360503,0.002366088,0.001875193,0.001878716,0.001882252,0.001885802,0.001889365,0.002000038,0.002004046,0.002008071,0.002012111,0.002016168,0.003039856,0.003049125,0.00305845,0.003067833,0.003077274,0.005994934,0.00603109,0.006067685,0.006104727,0.006142223,0.009900272,0.009999268,0.010100263,0.010203319,0.0103085,0.01361924,0.013807285,0.014000595,0.014199395,0.014403922,0.015747624,0.01599958,0.016259729,0.016528477,0.016806259,0.01536419,0.015603932,0.015851274,0.016106584,0.016370253,0.013895312,0.014091113,0.01429251,0.014499748,0.014713084,0.014110211,0.014312158,0.01451997,0.014733906,0.014954241,0.018083359,0.018416389,0.018761916,0.019120656,0.019493382,0.027498408,0.028275952,0.029098746,0.029970861,0.030896866,0.045888097,0.048095089,0.050525098,0.053213727,0.056204583,0.073947365,0.079852226,0.086781959,0.095028739,0.105007466,0.109331855,0.122752628,0.139929319,0.162695139,0.194308127
Mauritius,2010-2015,0.012112,0.000622819,0.000623207,0.000623595,0.000623984,0.000228488,0.00022854,0.000228592,0.000228645,0.000228697,0.00026462,0.00026469,0.00026476,0.00026483,0.000264901,0.000469195,0.000469415,0.000469636,0.000469856,0.000470077,0.000668809,0.000669257,0.000669705,0.000670154,0.000670603,0.000865188,0.000865937,0.000866688,0.000867439,0.000868192,0.001252448,0.001254019,0.001255594,0.001257172,0.001258755,0.001946426,0.001950222,0.001954032,0.001957858,0.001961699,0.003020741,0.003029894,0.003039102,0.003048366,0.003057687,0.004742736,0.004765336,0.004788153,0.00481119,0.00483445,0.007275609,0.007328931,0.007383041,0.007437956,0.007493693,0.011557133,0.011692262,0.011830588,0.011972227,0.012117298,0.017936876,0.018264484,0.018604281,0.018956962,0.019323272,0.025803794,0.026487266,0.02720793,0.027968906,0.028773674,0.036777779,0.03818203,0.039697771,0.041338831,0.04312142,0.051926987,0.054771084,0.057944783,0.061508903,0.065540209,0.071241902,0.076706628,0.083079366,0.090606933,0.09963451
Mayotte,2010-2015,0.00588,7.39E-05,7.39E-05,7.39E-05,7.40E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,0.000111961,0.000111973,0.000111986,0.000111998,0.000112011,0.000357262,0.00035739,0.000357517,0.000357645,0.000357773,0.000671719,0.00067217,0.000672623,0.000673075,0.000673529,0.000743806,0.000744359,0.000744914,0.000745469,0.000746025,0.001283722,0.001285372,0.001287026,0.001288685,0.001290348,0.002972967,0.002981832,0.00299075,0.002999721,0.003008747,0.004286382,0.004304834,0.004323446,0.004342219,0.004361156,0.004602689,0.004623972,0.004645453,0.004667133,0.004689018,0.005731108,0.005764143,0.005797561,0.005831369,0.005865573,0.009178249,0.009263269,0.00934988,0.009438125,0.009528052,0.013464332,0.013648094,0.013836942,0.01403109,0.014230763,0.01591411,0.016171464,0.016437279,0.016711979,0.016996016,0.024002064,0.024592331,0.025212362,0.025864466,0.026551198,0.036198777,0.037558343,0.039024021,0.040608737,0.042327608,0.053194335,0.05618295,0.059527373,0.063295168,0.067572159
Mozambique,2010-2015,0.077858,0.012327242,0.012481099,0.012638846,0.012800631,0.004634529,0.004656107,0.004677888,0.004699874,0.004722067,0.002870694,0.002878959,0.002887271,0.002895632,0.002904041,0.003143123,0.003153033,0.003163006,0.003173043,0.003183143,0.00554138,0.005572258,0.005603482,0.005635058,0.005666992,0.010014775,0.010116085,0.010219466,0.010324982,0.0104327,0.015158028,0.01539133,0.015631926,0.015880164,0.016136413,0.018241283,0.018580209,0.018931969,0.019297305,0.019677019,0.017848629,0.018172992,0.018509363,0.01885842,0.019220896,0.015728983,0.015980338,0.016239856,0.016507943,0.016785029,0.014643525,0.014861144,0.015085329,0.015316382,0.015554623,0.016230631,0.016498411,0.016775175,0.017061383,0.017357526,0.021632943,0.022111275,0.022611239,0.023134335,0.023682207,0.031870746,0.032919928,0.03404054,0.035240134,0.036527363,0.048478115,0.050947976,0.053683017,0.056728367,0.060140012,0.07184409,0.077405196,0.083899449,0.091583232,0.100816316,0.100524996,0.111759632,0.125821384,0.143930979,0.16813011
R_union,2010-2015,0.00588,7.39E-05,7.39E-05,7.39E-05,7.40E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,0.000108128,0.00010814,0.000108152,0.000108163,0.000108175,0.000377602,0.000377745,0.000377887,0.00037803,0.000378173,0.000701721,0.000702214,0.000702707,0.000703201,0.000703696,0.000924222,0.000925077,0.000925933,0.000926791,0.000927651,0.001522873,0.001525196,0.001527526,0.001529863,0.001532207,0.002801282,0.002809151,0.002817065,0.002825023,0.002833026,0.003814143,0.003828746,0.003843462,0.003858291,0.003873235,0.004148895,0.00416618,0.004183609,0.004201185,0.00421891,0.005351208,0.005379998,0.005409098,0.005438516,0.005468255,0.008565089,0.008639083,0.008714367,0.008790975,0.008868942,0.012772121,0.012937358,0.013106927,0.013281,0.013459759,0.015668029,0.015917424,0.016174886,0.016440815,0.016715633,0.023431209,0.023993404,0.024583239,0.025202806,0.02585441,0.035883945,0.037219528,0.038658375,0.040212941,0.041897774,0.053457041,0.056476085,0.059856548,0.063667463,0.067996636
Rwanda,2010-2015,0.09287,0.00584777,0.005882167,0.005916972,0.005952191,0.005689762,0.00572232,0.005755254,0.005788569,0.005822271,0.003717244,0.003731113,0.003745087,0.003759165,0.00377335,0.003417442,0.003429161,0.00344096,0.003452841,0.003464805,0.004122031,0.004139093,0.004156296,0.004173643,0.004191135,0.005253365,0.005281108,0.005309147,0.005337484,0.005366126,0.006625366,0.006669554,0.006714335,0.006759722,0.006805727,0.008110287,0.008176601,0.008244009,0.008312538,0.008382215,0.009450764,0.009540933,0.009632839,0.009726533,0.009822068,0.010843003,0.010961862,0.011083356,0.011207574,0.011334607,0.012751079,0.012915769,0.013084769,0.01325825,0.013436393,0.015955623,0.016214333,0.01648157,0.016757765,0.017043374,0.021836488,0.022323965,0.022833704,0.023367266,0.023926359,0.031996684,0.033054312,0.034184249,0.035394172,0.036692887,0.048108231,0.050539601,0.053229815,0.05622253,0.059571808,0.070388258,0.075717909,0.081920779,0.089230621,0.097972795,0.097720919,0.108304538,0.121459111,0.138250949,0.160430637
Somalia,2010-2015,0.100017,0.017161588,0.017461251,0.017771565,0.018093107,0.006978276,0.007027314,0.007077047,0.007127489,0.007178654,0.003266611,0.003277317,0.003288093,0.00329894,0.003309859,0.004071123,0.004087764,0.004104543,0.004121459,0.004138516,0.005287166,0.005315268,0.005343671,0.00537238,0.005401398,0.005988163,0.006024237,0.006060749,0.006097705,0.006135116,0.006534695,0.006577678,0.00662123,0.006665363,0.006710088,0.00744749,0.007503371,0.007560097,0.007617687,0.007676162,0.008652403,0.008727921,0.008804768,0.008882981,0.008962595,0.01034442,0.010452546,0.010562956,0.010675723,0.010790924,0.013122167,0.013296648,0.013475831,0.01365991,0.013849087,0.017577125,0.017891608,0.018217549,0.018555587,0.018906406,0.025043282,0.025686558,0.026363752,0.02707762,0.027831223,0.037023903,0.038447375,0.039984681,0.041650045,0.043460162,0.055047952,0.058254757,0.061858297,0.065937051,0.070591656,0.0794997,0.086365751,0.094529897,0.104398695,0.11656827,0.108276326,0.12142363,0.138204981,0.160368739,0.19099901
Uganda,2010-2015,0.072265,0.011180375,0.011306789,0.011436094,0.011568392,0.004256343,0.004274537,0.004292887,0.004311395,0.004330064,0.002902505,0.002910954,0.002919453,0.002928001,0.002936599,0.003228495,0.003238952,0.003249476,0.00326007,0.003270733,0.004628644,0.004650168,0.004671893,0.004693822,0.004715957,0.006790665,0.006837093,0.006884161,0.006931881,0.006980267,0.00919605,0.009281402,0.009368353,0.009456949,0.009547237,0.011136287,0.0112617,0.01138997,0.011521197,0.011655482,0.012559739,0.012719493,0.012883363,0.01305151,0.013224105,0.013511767,0.013696835,0.013887044,0.01408261,0.014283763,0.014265569,0.014472021,0.014684536,0.014903385,0.015128856,0.016232855,0.016500709,0.01677755,0.01706384,0.017360069,0.021412305,0.021880824,0.022370305,0.022882186,0.023418042,0.031364759,0.032380361,0.033463936,0.034622542,0.035864254,0.047803256,0.050203129,0.052856701,0.055806446,0.059104879,0.071069996,0.076507375,0.082845681,0.090329052,0.099298601,0.099757909,0.110812314,0.124621962,0.142363592,0.165995275
Tanzania,2010-2015,0.053658,0.007312877,0.007366749,0.007421421,0.00747691,0.002831835,0.002839877,0.002847965,0.002856099,0.00286428,0.00224464,0.00224969,0.002254762,0.002259858,0.002264976,0.002547334,0.00255384,0.002560379,0.002566951,0.002573557,0.003602016,0.003615037,0.003628153,0.003641365,0.003654673,0.005531377,0.005562143,0.005593254,0.005624714,0.00565653,0.00783715,0.007899056,0.007961948,0.008025849,0.008090785,0.009896772,0.009995698,0.01009662,0.010199602,0.010304706,0.011186005,0.011312548,0.011441986,0.01157442,0.011709956,0.011575657,0.011711222,0.01185,0.011992107,0.012137663,0.011890572,0.012033659,0.012180232,0.012330419,0.012484356,0.013611242,0.013799065,0.013992143,0.014190701,0.014394976,0.018400803,0.018745739,0.019103855,0.019475921,0.019862766,0.027595947,0.028379095,0.029207991,0.030086765,0.031020058,0.043001056,0.044933232,0.047047216,0.049369934,0.051933907,0.065424291,0.070004271,0.075273755,0.081401124,0.088614439,0.0940195,0.103776517,0.115793124,0.130957049,0.150691113
Zambia,2010-2015,0.080956,0.013439435,0.013622514,0.01381065,0.014004055,0.005125899,0.005152309,0.005178993,0.005205955,0.005233198,0.003729619,0.003743581,0.003757648,0.003771821,0.003786102,0.003847391,0.003862251,0.003877226,0.003892317,0.003907526,0.005426972,0.005456585,0.005486523,0.005516791,0.005547395,0.009192633,0.009277922,0.009364808,0.009453336,0.009543555,0.014003416,0.014202297,0.014406908,0.014617501,0.014834342,0.017764841,0.018086138,0.018419272,0.018764908,0.019123763,0.019580406,0.019971456,0.020378443,0.020802363,0.021244294,0.019440346,0.019825766,0.020226777,0.020644346,0.021079519,0.0182624,0.018602119,0.018954717,0.01932094,0.019701593,0.018520544,0.018870027,0.019232954,0.019610114,0.020002363,0.022911537,0.023448785,0.024011833,0.024602586,0.025223141,0.032681186,0.033785331,0.034966692,0.036233664,0.037595901,0.049284043,0.051838872,0.054673062,0.057835083,0.061385307,0.072654253,0.078346456,0.085006407,0.092903827,0.102418939,0.101176946,0.112566034,0.126844405,0.145271251,0.169961817
Zimbabwe,2010-2015,0.047284,0.0062676,0.00630713,0.006347163,0.006387706,0.002954492,0.002963247,0.002972054,0.002980913,0.002989826,0.003551346,0.003564003,0.003576751,0.00358959,0.003602521,0.003384997,0.003396494,0.003408069,0.003419724,0.003431459,0.003683365,0.003696983,0.003710701,0.003724522,0.003738446,0.00709414,0.007144826,0.007196242,0.007248403,0.007301326,0.013445001,0.013628232,0.013816527,0.014010098,0.01420917,0.021287003,0.021749995,0.022233575,0.022739148,0.023268248,0.026471626,0.027191427,0.027951467,0.028755218,0.029606561,0.025530168,0.026199034,0.02690389,0.027647721,0.028433853,0.020157023,0.020571687,0.02100377,0.021454393,0.021924776,0.01628045,0.016549889,0.016828397,0.01711644,0.017414514,0.017754832,0.018075764,0.018408512,0.01875374,0.019112165,0.025213052,0.025865192,0.026551964,0.0272762,0.028041054,0.039643716,0.041280217,0.043057646,0.044995026,0.047114965,0.061311441,0.065316063,0.069880374,0.075130523,0.081233649,0.08963759,0.098463633,0.109217594,0.122608612,0.13974221
Middle Africa,2010-2015,0.10335488,0.018034401,0.018365614,0.01870922,0.019065929,0.006643089,0.006687515,0.006732538,0.006778173,0.00682443,0.003721874,0.003735778,0.003749786,0.0037639,0.003778121,0.003899236,0.0039145,0.003929884,0.003945389,0.003961016,0.005411361,0.005440803,0.005470567,0.005500659,0.005531084,0.006882221,0.006929914,0.006978273,0.007027311,0.007077044,0.008396089,0.00846718,0.008539485,0.008613036,0.008687865,0.009850186,0.009948178,0.010048138,0.010150128,0.01025421,0.010963698,0.011085234,0.011209493,0.011336571,0.011466562,0.012000445,0.012146205,0.012295549,0.012448612,0.012605533,0.013878086,0.014073398,0.014274286,0.014480991,0.014693772,0.017648885,0.017965964,0.018294645,0.018635577,0.018989456,0.024690652,0.025315714,0.025973245,0.026665843,0.027396391,0.036483551,0.037865001,0.039355185,0.040967468,0.042717495,0.054551578,0.057699159,0.061232205,0.065226146,0.069777461,0.079064639,0.085852539,0.093915416,0.103649723,0.115635289,0.108003641,0.12108081,0.137761026,0.159771282,0.190152132
