"","","Ana",""
"1",2421234.364,2424028.7,2426822.846
"2",2197770.632,2535509.073,2911293.095
"3",65.6765038359588,76.3400706405429,88.0271668136332
"4",4.82039441890228,6.25160269022392,8.30378601816575
"5",1.07134501822617,16.0799618666267,33.2837214399081
"6",0.155434956603995,6.16065829836692,13.7406167247601
