,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,R_union,Rwanda,Somalia,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Congo DR,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libyan Arab Jamahiriya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cape Verde,Cote dIvoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,Togo,ASIA,Eastern Asia,China,"China, Hong Kong SAR","China, Macao SAR","Korea, DPR",Japan,Mongolia,Republic of Korea,Other non-specified areas,South-Central Asia,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei,Cambodia,Indonesia,Lao PDR,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Occupied Palestinian Territory,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czech Republic,Hungary,Poland,Moldova,Romania,Russia,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Finland,Iceland,Ireland,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Bosnia and Herzegovina,Croatia,Greece,Italy,Malta,Montenegro,Portugal,Serbia,Slovenia,Spain,Macedonia,Western Europe,Austria,Belgium,France,Germany,Luxembourg,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Aruba,Bahamas,Barbados,Cuba,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Netherlands Antilles,Puerto Rico,Saint Lucia,Saint Vincent and the Grenadines,Trinidad and Tobago,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Canada,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Micronesia (Fed. States of),Polynesia,French Polynesia,Samoa,Tonga
23,13658.59,217.337,29.088,25.989,189.888,2348.923,1685.164,929.303,902.51,15.182,8.121,939.411,13.525,440.831,502.215,1767.693,2484.329,814.605,343.468,5007.249,767.135,664.185,144.793,500.153,151.849,2703.603,26.219,44.488,4.824,4485.578,528.758,1687.298,101.644,489.507,1525.796,140.909,11.666,1068.881,40.66,50.476,58.553,889.639,29.553,13161.488,383.817,835.622,7.85,700.359,71.98,803.057,405.225,55.534,171.067,772.162,119.331,993.662,6962.235,498.125,197.418,184,64088.309,14823.874,12690.989,93.36,7.505,344.65,995.703,53.309,467.085,171.273,34145.854,1104.329,274.734,109.709,169.962,88.436,461.488,33041.525,1400.197,2437.897,11.804,23404.877,771.3,3.767,667.397,4072.491,271.795,9519.824,7.275,253.045,3561.923,115.951,607.122,674.717,2408.317,64.592,721.873,56.405,1048.604,5598.757,31.051,129.908,18.41,14.249,30.387,1422.608,161.214,142.758,61.467,53.262,164.657,39.479,30.167,567.253,480.989,1086.609,109.187,1055.102,7572.474,2679.592,83.353,52.761,111.845,101.613,369.256,24.585,182.663,1322.063,55.647,375.806,1322.465,1.587,70.623,13.003,63.84,5.146,67.926,19.67,31.681,73.159,125.889,848.293,1461.087,30.263,26.266,39.948,113.777,558.879,4.015,6.48,81.315,90.843,19.348,469.289,18.672,2109.33,85.513,131.845,838.704,765.953,8.132,196.729,81.636,9373.435,595.806,1.193,5.188,2.793,92.003,174.285,1.11,4.307,215.586,32.041,3.443,1.577,39.171,2.323,1.366,13.558,1.091,2814.305,7.621,65.379,99.528,525.303,191.521,1752.627,104.535,67.791,5963.324,634.657,260.008,2501.973,223.621,794.884,256.897,7.722,10.382,153.085,511.16,7.837,43.935,557.129,5546.337,503.2,5041.785,733.711,441.717,373.045,68.672,269.436,14.014,4.228,223.997,18.944,8.253,9.942,3.299,2.25,12.616,3.92,3.749,2.242
24,13442.242,218.663,28.441,26.002,188.322,2349.05,1658.455,914.992,881.427,15.232,7.951,923.562,13.561,435.792,487.094,1730.196,2424.591,791.001,346.904,4945.923,759.631,656.969,143.74,491.432,149.352,2669.636,26.041,44.329,4.793,4492.043,539.767,1687.642,103.167,494.977,1510.792,143.793,11.905,1072.637,41.002,50.559,58.559,892.894,29.623,12926.884,377.471,817.887,7.943,693.411,71.141,795.69,399.327,54.664,168.072,755.025,117.81,967.599,6831.467,490.89,195.411,183.031,64428.676,14940.497,12794.724,95.18,7.625,347.549,999.725,54.031,468.886,172.777,34324.953,1116.978,278.016,109.715,170.533,89.714,469,33207.975,1384.302,2469.083,11.977,23508.016,790.359,3.9,671.42,4098.737,270.181,9560.273,7.575,256.944,3581.541,117.097,606.634,681.678,2397.95,64.131,725.324,55.808,1065.591,5602.953,31.235,131.771,18.986,14.4,30.815,1400.012,160.525,142.774,62.376,53.82,163.358,40.308,32.209,584.711,480.748,1095.816,114.482,1044.607,7649.29,2727.383,84.883,53.349,113.715,102.65,376.199,25.125,185.082,1346.69,56.521,383.169,1329.041,1.598,70.438,13.319,64.194,5.168,68.414,20.269,32.352,73.256,127.252,851.14,1473.416,30.475,26.476,40.392,115.026,562.414,4.079,6.521,81.358,91.381,19.663,474.748,18.846,2119.45,86.313,132.276,840.42,773.122,8.136,196.222,82.132,9418.241,597.271,1.197,5.244,2.811,92.668,174.338,1.12,4.487,215.272,32.075,3.495,1.653,39.519,2.355,1.382,13.753,1.104,2818.949,7.672,66.213,100.475,520.112,191.764,1759.955,104.822,67.936,6002.021,637.907,258.978,2529.072,225.84,797.722,257.409,7.687,10.34,153.088,512.859,7.849,44.061,559.175,5560.891,508.439,5051.078,734.089,444.484,375.56,68.924,267.203,14.011,4.245,222.021,18.749,8.177,9.92,3.311,2.223,12.482,3.975,3.636,2.174
25,13223.363,219.914,27.797,26.002,186.768,2347.725,1631.577,900.434,860.469,15.281,7.784,907.149,13.597,430.851,472.109,1692.167,2365.018,767.804,349.913,4882.032,751.637,649.529,142.608,482.516,146.84,2634.145,25.846,44.151,4.76,4498.327,551.018,1688.011,104.815,500.398,1495.215,146.735,12.135,1075.746,41.316,50.586,58.528,895.647,29.669,12689.7,371.044,800.089,8.032,686.12,70.268,788.146,393.312,53.78,165.05,737.748,116.264,941.62,6699.334,483.559,193.316,181.973,64768.883,15065.079,12906.453,97.002,7.75,350.223,1004.134,54.776,470.513,174.228,34496.781,1129.541,281.488,109.722,170.979,90.968,476.384,33367.24,1367.582,2499.734,12.148,23605.803,810.786,4.035,675.099,4123.291,268.762,9600.603,7.87,260.766,3601.637,118.15,605.922,688.629,2386.427,63.622,729.052,55.158,1083.37,5606.42,31.455,133.797,19.59,14.556,31.27,1377.137,159.888,142.709,63.32,54.369,161.974,41.182,34.239,601.801,480.097,1105.217,119.885,1033.934,7729.458,2777.103,86.471,53.981,115.685,103.718,383.199,25.698,187.571,1372.533,57.406,390.841,1335.882,1.608,70.239,13.646,64.553,5.19,68.969,20.875,33.022,73.346,128.607,854.19,1487.03,30.681,26.691,40.839,116.387,566.377,4.143,6.566,81.489,91.969,19.994,480.784,19.027,2129.443,87.11,132.735,842.296,780.059,8.141,195.657,82.601,9461.594,598.577,1.201,5.297,2.828,93.334,174.363,1.132,4.653,214.862,32.078,3.549,1.73,39.872,2.386,1.399,13.956,1.116,2823.235,7.719,67.053,101.373,514.704,191.924,1767.296,105.099,68.067,6039.782,641.1,257.84,2555.924,228.036,800.449,257.851,7.651,10.285,153.02,514.431,7.862,44.181,561.118,5574.734,513.639,5059.699,734.398,447.271,378.094,69.177,264.894,14.008,4.26,219.978,18.55,8.098,9.889,3.321,2.194,12.344,4.03,3.519,2.108
26,13000.708,221.085,27.16,25.989,185.214,2344.835,1604.268,885.624,839.476,15.33,7.614,890.162,13.635,425.911,457.188,1653.587,2305.275,744.852,352.5,4815.58,743.151,641.851,141.386,473.379,144.294,2597.203,25.638,43.953,4.725,4504.212,562.52,1688.2,106.596,505.749,1479.066,149.721,12.36,1078.166,41.599,50.558,58.457,897.861,29.691,12448.931,364.535,782.118,8.119,678.484,69.359,780.452,387.189,52.882,162.004,720.265,114.693,915.826,6564.871,476.131,191.128,180.831,65107.031,15196.107,13024.719,98.778,7.873,352.703,1008.823,55.562,471.855,175.794,34661.022,1142.121,285.309,109.707,171.306,92.196,483.603,33518.901,1350.06,2529.857,12.316,23697.658,832.519,4.174,678.5,4146.315,267.502,9640.598,8.171,264.513,3622.042,119.119,604.947,695.509,2373.758,63.028,733.168,54.453,1101.89,5609.304,31.698,135.947,20.229,14.717,31.758,1354.007,159.278,142.531,64.282,54.915,160.516,42.13,36.249,618.585,479.029,1114.76,125.487,1023.186,7812.924,2828.819,88.122,54.672,117.702,104.783,390.076,26.309,190.136,1399.881,58.27,398.868,1342.87,1.617,70.027,13.985,64.907,5.212,69.589,21.497,33.681,73.432,129.985,857.309,1502.05,30.867,26.926,41.289,117.85,570.905,4.209,6.613,81.717,92.608,20.338,487.379,19.217,2139.185,87.921,133.224,844.258,786.675,8.146,195.059,83.047,9503.702,599.796,1.203,5.351,2.844,94.017,174.354,1.143,4.833,214.36,32.071,3.606,1.808,40.23,2.419,1.414,14.168,1.128,2827.005,7.759,67.894,102.223,509.105,191.99,1774.489,105.361,68.184,6076.901,644.231,256.595,2582.914,230.211,803.026,258.205,7.611,10.217,152.88,515.87,7.873,44.295,562.939,5587.909,518.746,5067.749,734.679,450.093,380.658,69.435,262.528,14.009,4.278,217.873,18.349,8.019,9.855,3.329,2.165,12.203,4.084,3.401,2.041
27,12781.291,222.301,26.578,25.946,184.043,2339.507,1579.044,870.231,819.075,15.375,7.472,872.186,13.679,421.888,442.829,1614.995,2248.02,722.758,354.362,4746.467,733.886,634.291,140.053,464.144,141.891,2558.377,25.418,43.716,4.691,4512.279,574.46,1690.761,108.792,510.769,1462.332,152.598,12.567,1079.576,41.835,50.437,58.298,899.319,29.687,12214.3,358.029,764.833,8.194,670.33,68.393,772.817,380.959,51.976,158.983,703.431,113.153,890.996,6434.76,468.89,188.929,179.582,65464.308,15346.473,13163.963,100.451,8.022,353.912,1014.577,56.357,472.822,176.369,34821.908,1154.615,289.436,110.058,171.406,93.382,490.333,33667.293,1331.054,2557.762,12.485,23789.148,858.341,4.313,680.879,4165.976,267.335,9683.101,8.436,268.09,3643.965,119.815,603.678,701.9,2359.114,62.395,738.89,53.605,1123.213,5612.826,32.117,139.162,20.936,14.857,32.328,1330.467,158.994,142.432,65.548,55.405,158.833,43.077,38.194,635.511,477.223,1124.744,130.757,1012.241,7898.777,2883.3,89.849,55.47,119.638,105.778,396.379,26.994,192.906,1430.067,59.051,407.168,1348.728,1.626,69.711,14.309,65.215,5.231,70.367,22.061,34.226,73.43,131.034,859.897,1519.196,31.065,27.08,41.723,119.494,575.715,4.265,6.666,82.128,93.354,20.687,495.438,19.399,2147.553,88.499,133.703,846.294,792.351,8.154,194.312,83.367,9543.806,600.787,1.205,5.402,2.857,94.527,174.377,1.156,4.969,213.796,32.032,3.654,1.895,40.603,2.454,1.433,14.424,1.134,2831.808,7.79,68.742,103.06,503.271,191.986,1783.04,105.659,68.26,6111.211,647.414,255.213,2607.595,232.264,805.699,258.572,7.562,10.109,152.657,517.041,7.885,44.405,564.761,5597.849,522.878,5073.536,734.407,452.45,382.868,69.582,260.081,14.03,4.292,215.674,18.15,7.935,9.818,3.332,2.131,12.058,4.136,3.286,1.98
28,12567.67,223.536,26.082,25.864,183.393,2331.555,1556.888,854.137,799.391,15.413,7.373,853.179,13.731,419.059,429.265,1576.672,2194.225,701.678,355.223,4674.691,723.752,626.982,138.585,454.891,139.712,2517.505,25.182,43.425,4.657,4523.273,586.678,1696.783,111.49,515.302,1445.033,155.246,12.741,1079.813,42.011,50.201,58.029,899.919,29.653,11989.486,351.563,748.578,8.26,661.59,67.356,765.296,374.622,51.064,156.014,687.624,111.67,867.25,6311.613,461.96,186.767,178.214,65846.673,15521.987,13330.582,102.009,8.209,353.399,1021.744,57.106,473.459,175.479,34978.952,1166.536,293.62,110.893,171.205,94.498,496.32,33812.416,1310.32,2582.563,12.654,23881.974,888.941,4.457,681.887,4180.94,268.68,9729.108,8.651,271.389,3668.054,120.158,602.151,707.635,2342.261,61.784,746.643,52.58,1147.802,5616.626,32.774,143.734,21.707,14.966,32.992,1306.515,159.144,142.503,67.201,55.811,156.854,43.983,40.02,652.244,474.627,1135.262,135.364,1000.925,7984.996,2939.576,91.617,56.366,121.441,106.677,401.903,27.745,195.875,1462.734,59.729,415.489,1352.918,1.631,69.263,14.59,65.456,5.245,71.331,22.525,34.611,73.311,131.574,861.77,1538.518,31.287,27.118,42.129,121.323,580.637,4.303,6.728,82.765,94.223,21.03,505.174,19.569,2153.984,88.735,134.139,848.388,796.752,8.166,193.385,83.526,9581.305,601.432,1.201,5.446,2.873,94.781,174.464,1.172,5.013,213.181,31.946,3.679,1.986,40.991,2.489,1.448,14.733,1.137,2838.344,7.805,69.587,103.876,497.179,191.911,1793.691,106.009,68.286,6141.529,650.642,253.672,2628.698,234.124,808.583,259.007,7.499,9.954,152.336,517.929,7.894,44.519,566.638,5603.149,525.657,5076.038,733.355,454.086,384.518,69.568,257.586,14.084,4.308,213.382,17.962,7.85,9.782,3.33,2.102,11.901,4.183,3.17,1.927
29,12355.539,224.662,25.648,25.742,183.073,2321.423,1536.459,837.494,779.896,15.453,7.303,833.44,13.79,416.86,416.263,1538.443,2142.365,681.129,355.084,4600.385,712.907,619.744,136.986,445.59,137.676,2474.847,24.926,43.083,4.626,4535.613,598.875,1705.043,114.529,519.396,1427.197,157.689,12.884,1078.947,42.122,49.854,57.674,899.712,29.585,11769.254,345.112,732.877,8.315,652.336,66.267,757.804,368.187,50.142,153.084,672.441,110.222,844.163,6191.681,455.23,184.616,176.733,66240.788,15716.464,13517.71,103.437,8.418,351.646,1029.926,57.797,473.8,173.73,35127.839,1177.557,297.777,111.995,170.708,95.518,501.559,33950.282,1288.186,2604.791,12.82,23972.723,922.633,4.596,681.858,4191.517,271.158,9777.028,8.824,274.392,3693.802,120.227,600.392,712.83,2323.671,61.188,755.928,51.413,1174.361,5619.457,33.587,149.125,22.516,15.057,33.721,1282.31,159.583,142.649,69.077,56.162,154.638,44.893,41.707,668.135,471.44,1146.111,139.5,989.246,8070.335,2996.09,93.377,57.329,123.123,107.492,406.649,28.541,198.927,1496.651,60.304,423.697,1355.867,1.634,68.739,14.841,65.64,5.25,72.413,22.907,34.862,73.111,131.74,863.13,1559.577,31.516,27.092,42.506,123.282,585.822,4.331,6.795,83.612,95.193,21.369,516.041,19.732,2158.801,88.75,134.544,850.475,799.996,8.185,192.362,83.569,9616.509,601.831,1.194,5.489,2.886,94.887,174.592,1.189,4.998,212.495,31.826,3.691,2.08,41.39,2.526,1.468,15.072,1.134,2845.905,7.807,70.418,104.639,490.844,191.743,1805.788,106.39,68.276,6168.773,653.82,251.992,2647.322,235.818,811.558,259.468,7.425,9.769,151.915,518.615,7.906,44.633,568.498,5604.571,527.388,5075.713,731.705,455.164,385.726,69.438,255.049,14.162,4.324,211.023,17.778,7.762,9.742,3.321,2.071,11.75,4.226,3.063,1.88
30,12139.243,225.521,25.221,25.603,182.702,2309.817,1515.311,820.683,760.285,15.49,7.247,813.378,13.846,414.363,403.45,1499.88,2090.379,660.621,354.426,4523.865,701.66,612.234,135.29,436.137,135.6,2430.991,24.65,42.711,4.592,4546.443,610.878,1712.766,117.601,523.291,1408.84,160.052,13.015,1077.131,42.185,49.437,57.276,898.756,29.477,11546.432,338.603,717.057,8.365,642.801,65.146,750.17,361.664,49.211,150.151,657.184,108.753,821.465,6069.798,448.444,182.416,175.158,66619.058,15910.569,13704.922,104.672,8.614,349.723,1038.136,58.477,473.833,172.192,35263.9,1187.932,302.07,113.021,170.037,96.46,506.344,34075.968,1265.333,2626.032,12.976,24055.566,956.465,4.733,681.572,4199.446,273.845,9823.596,8.991,277.222,3719.54,120.232,598.387,717.767,2304.108,60.52,765.726,50.218,1200.885,5620.993,34.392,154.378,23.293,15.144,34.46,1258.107,159.964,142.791,70.975,56.495,152.345,45.9,43.274,683.555,468.34,1156.919,143.536,977.125,8154.597,3051.408,95.104,58.319,124.688,108.238,410.83,29.344,201.933,1530.355,60.805,431.792,1358.686,1.636,68.233,15.088,65.802,5.257,73.507,23.272,35.068,72.896,131.898,864.44,1581.302,31.729,27.087,42.861,125.262,591.337,4.359,6.864,84.569,96.211,21.702,527.089,19.898,2163.201,88.787,134.96,852.551,802.792,8.202,191.39,83.575,9650.074,602.173,1.186,5.528,2.898,95.03,174.684,1.206,5.007,211.733,31.711,3.712,2.171,41.791,2.561,1.485,15.407,1.13,2853.05,7.803,71.228,105.334,484.34,191.461,1817.877,106.749,68.258,6194.851,656.788,250.208,2665.816,237.434,814.369,259.856,7.349,9.579,151.401,519.194,7.915,44.741,570.168,5605.438,528.826,5075.129,729.869,456.09,386.786,69.304,252.478,14.235,4.34,208.636,17.593,7.674,9.703,3.314,2.04,11.598,4.266,2.958,1.838
31,11921.424,226.082,24.803,25.446,182.286,2296.695,1493.773,803.757,741.026,15.529,7.217,793.017,13.901,411.66,391.042,1461.107,2039.202,640.432,353.416,4445.288,690.019,604.479,133.504,426.564,133.491,2386.012,24.355,42.309,4.555,4555.705,622.694,1719.944,120.689,526.972,1389.961,162.315,13.13,1074.245,42.203,48.951,56.831,896.922,29.338,11324.61,332.046,701.425,8.415,633.048,63.987,742.398,355.058,48.276,147.221,642.105,107.268,799.556,5948.444,441.631,180.201,173.486,66976.98,16099.373,13887.683,105.652,8.803,347.589,1046.272,59.134,473.578,170.662,35387.037,1197.729,306.468,114.025,169.212,97.333,510.691,34189.308,1241.75,2646.169,13.125,24130.813,990.324,4.866,681.002,4204.484,276.775,9868.569,9.151,279.888,3744.975,120.192,596.126,722.356,2283.489,59.766,776.121,49.006,1227.499,5622.001,35.178,159.52,23.982,15.217,35.201,1233.972,160.27,143.077,72.99,56.807,149.976,47,44.697,699.274,465.69,1167.653,147.216,964.281,8236.681,3104.805,96.774,59.325,126.083,108.894,414.393,30.146,204.886,1563.437,61.228,439.639,1361.282,1.638,67.743,15.327,65.938,5.263,74.612,23.609,35.219,72.649,132.024,865.681,1603.221,31.929,27.077,43.189,127.247,596.842,4.383,6.933,85.613,97.256,22.025,538.285,20.06,2167.373,88.815,135.38,854.681,805.307,8.215,190.469,83.536,9681.625,602.431,1.181,5.561,2.909,95.179,174.726,1.222,5.029,210.909,31.609,3.737,2.262,42.193,2.597,1.502,15.735,1.128,2859.999,7.792,72.005,105.974,477.674,191.07,1830.178,107.08,68.226,6219.195,659.49,248.33,2683.699,238.953,817.031,260.184,7.268,9.382,150.795,519.637,7.922,44.843,571.626,5606.479,529.904,5075.073,727.713,456.749,387.603,69.146,249.86,14.3,4.355,206.218,17.406,7.581,9.666,3.303,2.01,11.438,4.3,2.853,1.794
32,11687.768,226.105,24.437,25.234,181.823,2282.657,1470.493,786.399,718.944,15.575,7.169,772.813,13.962,407.939,378.261,1422.095,1984.011,618.574,350.234,4364.187,677.998,596.379,131.525,416.947,131.406,2339.574,24.01,41.828,4.52,4562.596,633.021,1727.596,123.791,530.055,1370.703,164.233,13.197,1070.486,42.107,48.315,56.341,894.6,29.123,11086.579,325.467,684.555,8.445,622.701,62.816,734.461,348.373,47.3,144.334,626.356,105.781,775.862,5815.625,434.829,177.927,171.7,67326.404,16313.6,14095.194,106.601,8.962,344.991,1055.144,59.61,473.181,169.917,35485.655,1204.09,310.032,114.644,167.868,97.936,513.61,34281.565,1217.409,2663.865,13.254,24194.849,1023.204,4.98,679.852,4203.783,280.369,9912.84,9.261,281.91,3772.674,119.925,593.841,726.69,2262.514,59.185,787.037,47.665,1252.138,5614.309,35.998,164.162,24.767,15.307,35.951,1209.956,160.645,142.868,74.544,57.118,147.399,48.176,45.849,708.688,461.964,1178.309,151.087,951.521,8311.874,3152.683,98.254,60.301,127.44,109.5,416.857,30.926,207.509,1593.699,61.518,446.679,1363.195,1.639,67.319,15.522,66.007,5.261,75.659,23.854,35.256,72.44,131.919,866.751,1626.857,32.096,27.188,43.474,129.221,603.783,4.409,7.009,86.991,98.439,22.321,549.251,20.25,2169.139,88.887,135.754,856.338,805.786,8.235,189.679,83.472,9711.644,602.619,1.174,5.591,2.916,95.454,174.839,1.232,5.046,209.937,31.451,3.768,2.328,42.588,2.629,1.519,16.044,1.123,2866.439,7.766,72.734,106.387,470.738,190.49,1842.7,107.424,68.2,6242.586,661.944,246.305,2701.439,240.285,819.589,260.477,7.184,9.195,150.041,520.217,7.938,44.937,573.001,5600.858,530.318,5069.034,725.403,457.169,388.197,68.972,247.304,14.385,4.37,203.832,17.227,7.49,9.618,3.29,1.977,11.312,4.332,2.77,1.768
33,11431.069,225.437,24.138,24.952,181.251,2268.099,1444.491,768.533,692.55,15.631,7.077,753.073,14.036,402.679,364.734,1382.799,1922.372,594.069,344.103,4280.402,665.649,587.832,129.316,407.316,129.339,2291.63,23.597,41.24,4.483,4566.216,641.192,1735.755,126.845,532.388,1351.139,165.694,13.203,1065.942,41.87,47.497,55.812,891.946,28.817,10823.722,318.869,665.727,8.45,611.631,61.646,726.312,341.622,46.256,141.507,609.488,104.29,749.183,5665.304,428.025,175.576,169.791,67667.127,16563.745,14337.134,107.595,9.079,341.972,1064.955,59.833,472.722,170.455,35553.135,1205.653,312.306,114.652,165.85,98.178,514.667,34347.482,1192.403,2678.673,13.352,24244.999,1054.069,5.067,678.099,4196.127,284.693,9956.233,9.309,283.066,3803.546,119.388,591.646,730.833,2241.632,58.884,798.296,46.156,1273.477,5594.014,36.845,167.961,25.704,15.429,36.697,1186.14,161.097,141.887,75.35,57.447,144.565,49.432,46.66,708.812,456.635,1188.809,155.4,939.144,8377.428,3192.767,99.465,61.21,128.812,110.075,418.002,31.673,209.638,1619.665,61.646,452.581,1364.366,1.639,67.005,15.656,65.992,5.253,76.6,23.983,35.167,72.313,131.538,867.662,1652.611,32.214,27.488,43.703,131.144,612.779,4.438,7.091,88.806,99.799,22.579,559.628,20.482,2167.684,89.061,136.064,857.285,803.53,8.261,189.086,83.404,9740.333,602.76,1.171,5.613,2.921,95.934,175.059,1.236,5.068,208.775,31.214,3.807,2.355,42.972,2.658,1.535,16.321,1.115,2872.045,7.714,73.402,106.495,463.49,189.674,1855.283,107.796,68.191,6265.528,664.112,244.124,2719.495,241.393,822.031,260.733,7.09,9.029,149.116,521.073,7.962,45.022,574.315,5585.976,530.022,5054.448,723.005,457.381,388.59,68.791,244.847,14.498,4.384,201.512,17.058,7.395,9.547,3.272,1.944,11.23,4.368,2.713,1.761
34,11158.222,224.091,23.881,24.619,180.518,2252.897,1416.202,750.387,663.406,15.697,6.975,733.733,14.115,396.094,350.901,1343.304,1856.629,567.82,335.906,4194.369,653.038,578.848,126.922,397.667,127.255,2242.483,23.134,40.574,4.448,4566.295,647.606,1743.622,129.78,534.123,1331.223,166.781,13.16,1060.428,41.515,46.533,55.25,888.696,28.434,10544.774,312.242,645.656,8.436,600.074,60.47,717.942,334.799,45.171,138.725,591.949,102.789,720.8,5503.52,421.2,173.187,167.769,67985.406,16830.595,14595.085,108.479,9.158,338.743,1075.155,59.849,472.17,171.956,35592.461,1203.49,313.596,114.183,163.322,98.134,514.255,34388.971,1166.841,2691.174,13.429,24281.861,1082.634,5.131,675.934,4182.47,289.497,9997.642,9.309,283.557,3836.117,118.688,589.453,734.701,2220.643,58.753,809.849,44.556,1292.016,5564.708,37.67,170.918,26.664,15.563,37.422,1162.638,161.497,140.501,75.678,57.782,141.553,50.784,47.153,702.804,450.748,1199.059,159.739,926.535,8433.602,3225.168,100.421,62.051,130.085,110.58,417.96,32.37,211.342,1641.341,61.637,457.381,1365.017,1.638,66.795,15.742,65.91,5.24,77.433,24.015,34.972,72.227,130.979,868.518,1679.269,32.297,27.917,43.879,132.991,622.963,4.471,7.177,90.928,101.273,22.798,569.346,20.741,2164.148,89.324,136.326,857.765,799.433,8.291,188.689,83.326,9767.23,602.853,1.171,5.629,2.92,96.578,175.326,1.233,5.093,207.471,30.936,3.853,2.354,43.342,2.685,1.548,16.563,1.108,2876.948,7.647,74.001,106.361,455.989,188.656,1867.932,108.165,68.197,6287.429,665.902,241.808,2737.549,242.298,824.316,260.945,6.993,8.882,148.039,522.098,7.994,45.097,575.474,5565.479,529.16,5034.828,720.423,457.323,388.718,68.605,242.452,14.62,4.396,199.243,16.892,7.301,9.47,3.251,1.909,11.178,4.398,2.678,1.768
35,10885.345,222.428,23.621,24.267,179.611,2236.941,1387.543,732.315,634.678,15.78,6.868,714.383,14.189,389.194,337.51,1303.715,1791.733,542.092,327.431,4106.998,640.251,569.531,124.49,387.961,125.14,2192.669,22.652,39.894,4.41,4563.196,653.093,1750.418,132.536,535.424,1311.025,167.601,13.099,1053.941,41.096,45.52,54.647,884.66,28.018,10266.905,305.544,625.815,8.426,588.42,59.275,709.2,327.879,44.09,135.912,574.561,101.266,693.066,5342.791,414.234,170.707,165.673,68271.317,17091.193,14847.268,109.158,9.23,335.562,1085.308,59.72,471.48,173.467,35611.221,1199.548,314.087,113.556,160.696,98.016,513.193,34411.673,1140.827,2703.863,13.497,24306.685,1109.057,5.192,673.868,4164.541,294.143,10036.94,9.293,283.773,3867.952,117.99,587.379,738.239,2199.684,58.702,821.81,42.952,1309.166,5531.963,38.435,173.391,27.529,15.687,38.066,1139.117,161.77,139.155,75.969,58.101,138.505,52.041,47.511,695.985,445.3,1208.574,163.663,913.164,8481.792,3251.746,101.194,62.796,131.064,110.993,417.193,32.975,212.902,1659.932,61.551,461.146,1364.715,1.638,66.604,15.793,65.793,5.223,78.154,23.994,34.711,72.106,130.293,868.867,1704.862,32.427,28.348,44.027,134.689,632.727,4.499,7.263,93.097,102.748,22.991,578.533,20.997,2160.469,89.576,136.532,858.005,795.371,8.324,188.44,83.227,9793.542,602.856,1.17,5.64,2.92,97.329,175.522,1.23,5.116,206.089,30.668,3.9,2.351,43.698,2.706,1.561,16.781,1.099,2881.239,7.577,74.603,106.177,448.418,187.549,1880.267,108.462,68.186,6309.447,667.289,239.459,2757.09,243.114,826.27,261.102,6.895,8.772,146.905,522.98,8.03,45.176,576.332,5543.296,527.833,5013.98,717.397,456.879,388.516,68.363,239.985,14.722,4.408,196.93,16.72,7.205,9.404,3.232,1.878,11.129,4.426,2.649,1.776
