,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,R_union,Rwanda,Somalia,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Congo DR,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libyan Arab Jamahiriya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cape Verde,Cote dIvoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,Togo,ASIA,Eastern Asia,China,"China, Hong Kong SAR","China, Macao SAR","Korea, DPR",Japan,Mongolia,Republic of Korea,Other non-specified areas,South-Central Asia,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei,Cambodia,Indonesia,Lao PDR,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Occupied Palestinian Territory,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czech Republic,Hungary,Poland,Moldova,Romania,Russia,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Finland,Iceland,Ireland,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Bosnia and Herzegovina,Croatia,Greece,Italy,Malta,Montenegro,Portugal,Serbia,Slovenia,Spain,Macedonia,Western Europe,Austria,Belgium,France,Germany,Luxembourg,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Aruba,Bahamas,Barbados,Cuba,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Netherlands Antilles,Puerto Rico,Saint Lucia,Saint Vincent and the Grenadines,Trinidad and Tobago,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Canada,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Micronesia (Fed. States of),Polynesia,French Polynesia,Samoa,Tonga
10,16436.176,223.598,35.692,26.637,213.992,2176.995,2034.549,1091.563,1254.596,14.075,9.082,1047.603,13.036,555.245,699.814,2170.636,3330.314,1210.316,327.488,5547.118,811.108,740.873,155.095,580.508,178.35,2999.6,28.82,47.827,4.937,4509.018,504.157,1657.821,104.531,441.374,1658.795,131.825,10.515,987.478,37.761,48.82,55.426,816.57,28.901,16090.179,454.234,1068.287,6.759,762.352,79.097,885.238,469.617,65.936,203.5,969.049,135.041,1394.706,8622.402,574.393,208.914,190.615,60771.113,13791.725,11815.873,76.983,6.826,303.402,970.203,60.752,411.817,145.869,32117.326,1113.651,326.462,122.283,169.282,81.616,414.008,31003.675,1528.308,2095.048,10.226,21837.8,802.223,3.446,604.511,3841.498,280.615,9051.593,6.366,224.669,3287.957,97.494,579.48,600.284,2404.865,52.516,699.509,60.341,1038.112,5810.469,32.304,153.712,19.08,12.791,30.263,1659.586,176.203,131.482,64.411,46.679,180.587,34.765,19.196,517.865,422.238,999.483,92.304,1217.52,7585.723,2759.445,86.162,56.738,106.463,94.199,331.518,26.059,181.624,1434.476,49.507,392.699,1300.166,1.465,67.427,13.837,62.432,5.197,74.857,19.711,28.377,71.448,124.188,829.67,1486.487,26.143,22.973,37.893,116.751,564.349,3.562,6.186,80.638,87.033,19.306,502.88,16.835,2039.625,77.208,133.553,845.513,711.227,7.821,189.477,74.03,8753.521,570.425,1.036,4.707,2.601,81.924,167.018,1.091,5.362,212.09,30.764,3.719,1.879,35.934,2.12,1.242,13.614,0.909,2690.966,7.14,58.766,90.919,577.158,184.768,1609.242,99.116,63.857,5492.13,607.251,265.34,2227.851,204.746,743.048,238.297,8.13,8.477,150.828,466.81,7.163,41.311,522.844,5492.864,463.77,5027.778,747.013,438.26,369.654,68.606,286.282,13.861,3.979,238.639,20.73,9.073,9.754,3.105,2.135,12.717,3.515,4.032,2.596
11,16240.778,223.258,35.432,26.541,213.597,2191.731,2014.406,1079.335,1226.534,14.147,9.082,1041.707,13.076,547.636,684.439,2146.79,3268.096,1176.378,327.635,5518.431,809.37,737.284,154.411,576.124,176.889,2983.22,28.655,47.532,4.946,4509.884,502.931,1666.014,104.593,443.124,1651.848,130.888,10.486,994.464,37.98,48.964,55.681,822.847,28.992,15896.496,450.073,1051.917,6.811,758.664,78.577,881.836,465.792,65.182,201.684,957.294,134.273,1366.671,8507.332,570.896,209.038,190.418,61045.864,13861.401,11883.498,76.106,6.746,303.189,970.843,60.095,413.639,147.285,32296.307,1111.432,323.773,121.996,169.047,81.815,414.801,31184.875,1521.213,2115.297,10.315,21982.376,800.822,3.433,608.794,3859.582,283.043,9090.888,6.328,225.908,3310.731,98.41,581.856,602.857,2408.405,53.068,705.067,59.87,1038.388,5797.268,32.403,153.256,19.051,12.776,30.329,1644.036,175.567,132.864,64.373,46.974,179.106,35.099,19.333,519.508,427.315,1005.439,92.7,1207.139,7555.018,2740.699,85.631,56.685,104.784,93.66,327.687,26.022,181.268,1426.002,49.059,389.901,1295.252,1.467,67.661,13.649,62.194,5.169,74.182,19.406,28.012,71.324,123.451,827.172,1483.544,26.358,23.161,37.791,116.065,563.791,3.562,6.211,81.281,87.523,19.127,499.846,16.896,2035.523,77.429,133.251,842.859,708.788,7.832,190.497,74.074,8801.279,574.02,1.04,4.711,2.61,82.413,168.284,1.099,5.424,213.1,31.201,3.771,1.865,36.125,2.134,1.249,13.643,0.914,2702.616,7.16,59.089,91.586,574.303,185.594,1620.811,99.901,64.172,5524.643,609.115,265.325,2244.391,205.513,747.5,240.326,8.067,8.615,151.159,469.901,7.213,41.477,526.008,5481.407,461.715,5018.377,744.307,436.036,367.716,68.32,285.665,13.913,3.997,238.075,20.66,9.02,9.812,3.111,2.159,12.794,3.532,4.074,2.619
12,16039.424,222.634,35.129,26.445,212.783,2207.421,1992.359,1067.132,1197.675,14.227,9.072,1035.92,13.113,539.148,669.175,2121.654,3204.38,1142.414,327.774,5488.67,807.611,733.257,153.713,571.516,175.327,2966.587,28.473,47.234,4.952,4509.238,501.515,1673.118,104.417,445.113,1644.533,130.071,10.471,1001.407,38.179,49.095,55.938,829.129,29.066,15695.555,445.655,1035.112,6.874,754.882,78.081,877.748,461.758,64.427,199.741,944.895,133.422,1337.668,8389.157,566.908,209.006,190.182,61306.61,13929.965,11947.414,75.747,6.691,303.821,971.695,59.29,416.422,148.885,32466.311,1107.885,319.863,121.473,168.801,82.006,415.742,31358.426,1513.896,2136.242,10.41,22123.615,796.757,3.416,613.272,3875.969,284.849,9129.368,6.297,227.218,3333.209,99.502,584.462,605.982,2412.176,53.902,709.994,59.473,1037.153,5780.966,32.427,152.083,18.948,12.776,30.337,1628.2,174.732,134.22,64.213,47.312,177.689,35.408,19.5,520.397,432.839,1011.242,92.756,1195.887,7521.342,2718.121,84.951,56.464,103.368,93.302,324.837,25.883,180.776,1413.509,48.751,386.28,1290.84,1.469,67.936,13.441,62.002,5.143,73.427,19.093,27.723,71.264,122.739,825.03,1479.186,26.617,23.369,37.716,115.297,562.812,3.567,6.234,81.772,87.936,18.95,496.024,16.97,2033.195,77.699,132.896,840.33,707.813,7.848,191.544,74.273,8850.23,577.26,1.045,4.723,2.621,82.968,169.389,1.105,5.453,213.984,31.571,3.805,1.834,36.328,2.148,1.258,13.648,0.92,2714.805,7.183,59.432,92.254,571.302,186.356,1633.193,100.587,64.498,5558.165,610.97,265.28,2261.579,206.382,752.025,242.301,8.012,8.778,151.462,473.305,7.268,41.662,529.107,5472.916,460.504,5011.105,741.802,434.089,366.033,68.056,284.983,13.962,4.017,237.457,20.578,8.969,9.869,3.122,2.185,12.861,3.551,4.113,2.632
13,15830.056,221.665,34.758,26.353,211.419,2224.338,1967.796,1055.01,1167.729,14.312,9.053,1030.238,13.152,529.617,653.88,2094.747,3138.714,1108.336,327.959,5457.337,805.84,728.65,153,566.567,173.626,2949.495,28.273,46.93,4.956,4506.93,499.927,1678.91,103.944,447.422,1636.799,129.452,10.476,1008.234,38.347,49.216,56.194,835.358,29.119,15484.436,440.868,1017.676,6.945,750.997,77.624,872.763,457.434,63.663,197.619,931.55,132.453,1307.127,8266.759,562.265,208.746,189.908,61546.39,13996.01,12005.265,76.142,6.675,305.59,972.894,58.309,420.449,150.686,32623.233,1102.704,314.393,120.637,168.57,82.191,416.913,31520.529,1506.103,2157.863,10.506,22259.705,789.235,3.4,617.986,3889.921,285.81,9166.626,6.266,228.625,3354.939,100.819,587.358,609.805,2416.424,55.109,714.091,59.177,1034.013,5760.521,32.353,149.979,18.751,12.796,30.269,1612.053,173.664,135.535,63.866,47.707,176.383,35.682,19.715,520.127,438.905,1016.813,92.269,1183.654,7484.61,2691.026,84.088,56.02,102.365,93.21,323.384,25.609,180.116,1395.936,48.643,381.655,1287.196,1.474,68.258,13.213,61.878,5.12,72.588,18.775,27.54,71.282,122.057,823.428,1473.087,26.933,23.594,37.689,114.45,561.247,3.579,6.253,82.04,88.239,18.786,491.309,17.057,2033.301,78.021,132.476,838.056,708.805,7.873,192.602,74.678,8900.795,579.994,1.057,4.746,2.633,83.599,170.288,1.108,5.443,214.713,31.835,3.8,1.772,36.549,2.159,1.263,13.614,0.93,2727.92,7.209,59.794,92.92,568.172,187.03,1646.815,101.142,64.838,5592.881,612.83,265.219,2279.414,207.382,756.666,244.196,7.968,8.97,151.737,477.152,7.327,41.878,532.109,5468.742,460.49,5006.948,739.62,432.576,364.748,67.828,284.209,14.005,4.039,236.767,20.484,8.914,9.918,3.135,2.212,12.917,3.567,4.142,2.635
14,15615.025,220.494,34.336,26.27,209.649,2241.835,1941.373,1042.909,1137.26,14.399,9.027,1024.449,13.193,519.415,638.599,2066.366,3071.771,1074.447,328.244,5424.248,803.951,723.56,152.268,561.306,171.81,2931.711,28.059,46.627,4.956,4503.484,498.458,1683.545,103.28,450.049,1628.593,129.055,10.504,1014.956,38.498,49.33,56.453,841.519,29.156,15265.54,435.79,999.792,7.026,746.981,77.182,867.078,452.875,62.891,195.355,917.454,131.392,1275.56,8141.151,557.098,208.288,189.588,61773.452,14061.43,12059.835,77.098,6.689,308.226,974.369,57.234,425.337,152.642,32771.439,1096.724,307.968,119.581,168.362,82.399,418.414,31674.715,1497.87,2180.317,10.608,22391.315,779.728,3.385,622.871,3902.533,286.088,9202.993,6.246,230.149,3376.169,102.3,590.395,614.24,2420.689,56.551,717.451,58.95,1029.853,5737.59,32.21,147.258,18.498,12.836,30.161,1595.542,172.427,136.795,63.407,48.149,175.153,35.935,20.004,519.384,445.236,1022.316,91.559,1170.72,7448.242,2662.303,83.148,55.436,101.735,93.339,323.172,25.26,179.397,1375.53,48.708,376.578,1284.443,1.481,68.605,12.979,61.81,5.101,71.709,18.477,27.462,71.365,121.457,822.404,1466.08,27.285,23.837,37.705,113.589,559.372,3.599,6.268,82.145,88.468,18.639,486.119,17.157,2035.416,78.407,132.036,836.064,711.346,7.904,193.634,75.235,8952.228,582.334,1.068,4.778,2.647,84.29,171.02,1.109,5.399,215.296,32.018,3.774,1.694,36.784,2.169,1.271,13.561,0.942,2741.368,7.236,60.183,93.589,564.881,187.632,1661.061,101.599,65.187,5628.526,614.708,265.119,2297.943,208.501,761.332,246.006,7.931,9.181,151.986,481.263,7.39,42.112,535.021,5468.008,461.489,5005.219,737.73,431.474,363.832,67.642,283.332,14.041,4.062,235.995,20.378,8.856,9.96,3.151,2.237,12.964,3.587,4.162,2.628
15,15398.817,219.343,33.898,26.185,207.797,2258.736,1914.553,1030.671,1107.094,14.489,8.988,1018.257,13.231,509.159,623.523,2037.364,3004.838,1041.115,328.578,5389.709,801.769,718.275,151.518,555.893,169.946,2913.187,27.843,46.323,4.955,4499.818,497.415,1687.649,102.653,452.84,1619.924,128.798,10.539,1021.56,38.654,49.433,56.698,847.587,29.188,15044.9,430.629,981.881,7.108,742.775,76.725,861.153,448.216,62.12,193.039,903.184,130.296,1244.255,8014.772,551.737,207.754,189.216,62004.885,14130.411,12117.452,78.133,6.709,311.014,975.963,56.192,430.307,154.641,32919.827,1091.144,301.659,118.519,168.157,82.644,420.165,31828.683,1489.396,2203.501,10.712,22521.365,770.916,3.375,627.755,3915.475,286.188,9239.474,6.243,231.781,3397.652,103.795,593.334,618.941,2424.15,57.969,720.666,58.709,1026.234,5715.173,32.066,144.585,18.267,12.886,30.06,1578.628,171.152,137.999,63.005,48.606,173.902,36.219,20.371,519.378,451.397,1027.991,91.129,1157.532,7415.558,2635.688,82.271,54.866,101.22,93.533,323.405,24.927,178.768,1356.056,48.831,371.811,1282.147,1.488,68.948,12.763,61.769,5.085,70.859,18.21,27.425,71.46,120.941,821.595,1459.567,27.643,24.085,37.741,112.782,557.693,3.621,6.285,82.235,88.705,18.509,481.115,17.264,2038.156,78.828,131.617,834.196,714.345,7.934,194.625,75.821,9003.416,584.571,1.081,4.811,2.66,85.005,171.69,1.109,5.356,215.809,32.19,3.749,1.622,37.024,2.179,1.279,13.512,0.955,2754.293,7.265,60.596,94.26,561.404,188.202,1675.007,102.029,65.53,5664.552,616.622,264.942,2317.133,209.693,765.917,247.756,7.896,9.386,152.203,485.294,7.452,42.344,537.88,5468.127,462.781,5004.047,735.904,430.534,363.059,67.475,282.372,14.074,4.084,235.153,20.263,8.798,9.999,3.167,2.26,12.999,3.607,4.174,2.618
16,15180.693,218.185,33.446,26.099,205.866,2274.986,1887.285,1018.26,1077.036,14.578,8.943,1011.623,13.269,498.811,608.64,2007.66,2937.858,1008.224,328.917,5353.648,799.28,712.794,150.734,550.299,168.034,2893.919,27.621,46.016,4.951,4496.047,496.784,1691.395,102.074,455.76,1610.788,128.661,10.585,1027.943,38.803,49.519,56.922,853.487,29.212,14822.244,425.357,963.926,7.194,738.358,76.252,854.963,443.445,61.35,190.666,888.723,129.161,1213.209,7887.508,546.173,207.132,188.787,62239.629,14203.187,12178.279,79.278,6.74,313.917,977.761,55.171,435.383,156.658,33067.16,1085.805,295.409,117.467,167.936,82.919,422.074,31981.355,1480.524,2227.103,10.824,22649.81,762.761,3.374,632.587,3928.212,286.16,9276.218,6.252,233.51,3419.312,105.301,596.172,623.831,2426.817,59.389,723.973,58.456,1023.205,5693.064,31.928,141.977,18.058,12.937,29.974,1561.317,169.847,139.156,62.67,49.076,172.628,36.53,20.799,520.015,457.403,1033.804,90.871,1144.074,7385.693,2610.665,81.439,54.308,100.796,93.775,323.971,24.602,178.226,1337.316,48.995,367.237,1280.027,1.497,69.275,12.555,61.743,5.068,70.038,17.965,27.417,71.563,120.47,820.823,1453.531,28.007,24.336,37.792,112.023,556.191,3.647,6.304,82.307,88.945,18.391,476.329,17.375,2041.47,79.265,131.211,832.409,717.804,7.964,195.585,76.441,9054.656,586.693,1.094,4.847,2.677,85.729,172.283,1.111,5.327,216.246,32.343,3.725,1.552,37.276,2.193,1.284,13.468,0.966,2767.026,7.293,61.034,94.943,557.757,188.727,1688.978,102.429,65.865,5700.937,618.589,264.694,2336.885,210.947,770.458,249.444,7.862,9.588,152.39,489.275,7.512,42.573,540.687,5469.135,464.283,5003.558,734.118,429.721,362.405,67.316,281.33,14.108,4.106,234.235,20.143,8.738,10.037,3.182,2.283,13.03,3.631,4.185,2.602
17,14962.629,217.268,32.935,26.037,203.734,2290.303,1859.194,1005.904,1048.38,14.67,8.876,1004.228,13.308,488.855,593.624,1976.636,2871.106,976.755,329.805,5314.16,796.352,706.837,149.954,544.299,165.996,2872.635,27.406,45.737,4.944,4492.342,497.404,1693.482,101.522,459.298,1600.891,129.083,10.662,1034.385,38.992,49.632,57.172,859.345,29.244,14594.218,419.887,945.769,7.281,733.75,75.754,848.341,438.475,60.564,188.161,873.527,127.943,1181.602,7758.343,540.181,206.297,188.302,62477.737,14278.066,12239.692,80.754,6.795,317.523,979.654,54.325,440.539,158.784,33215.36,1082.4,289.746,116.294,167.884,83.336,425.14,32132.96,1471.203,2252.987,10.94,22771.967,756.143,3.382,637.604,3943.393,285.341,9311.798,6.299,235.533,3440.506,106.864,598.766,629.592,2428.405,60.684,725.684,58.221,1021.244,5672.513,31.759,139.333,17.892,13.037,29.903,1543.38,168.503,140.134,62.294,49.597,171.425,36.847,21.487,521.948,462.854,1040.047,91.383,1130.69,7370.858,2594.288,80.876,53.789,101.031,94.327,326.555,24.34,177.935,1321.885,49.437,364.113,1280.683,1.506,69.591,12.421,61.827,5.062,69.321,17.861,27.618,71.722,120.392,821.739,1448.853,28.367,24.603,37.925,111.513,555.036,3.68,6.322,82.274,89.167,18.345,472.227,17.512,2047.034,79.872,130.944,831.46,722.507,7.996,196.332,77.131,9104.238,588.53,1.109,4.888,2.693,86.537,172.785,1.109,5.234,216.522,32.426,3.689,1.501,37.527,2.204,1.295,13.429,0.983,2777.898,7.328,61.518,95.601,553.832,189.228,1701.407,102.791,66.193,5737.81,620.602,264.34,2357.8,212.371,774.697,250.965,7.833,9.775,152.56,493.099,7.571,42.799,543.365,5473.551,467.248,5005.007,732.908,429.714,362.436,67.278,280.108,14.125,4.127,233.176,20.006,8.674,10.056,3.199,2.298,13.03,3.658,4.171,2.577
18,14746.094,216.74,32.345,26.008,201.396,2304.328,1830.317,993.678,1021.85,14.763,8.78,995.845,13.343,479.621,578.338,1944.096,2804.919,947.224,331.488,5270.299,792.889,700.305,149.188,537.796,163.796,2848.69,27.203,45.5,4.932,4488.994,499.74,1693.423,101.028,463.672,1590.083,130.266,10.782,1040.985,39.236,49.794,57.465,865.194,29.296,14360.058,414.205,927.399,7.376,728.942,75.222,841.268,433.289,59.756,185.496,857.407,126.623,1149.234,7627.143,533.694,205.206,187.757,62721.759,14354.974,12301.49,82.595,6.882,321.997,981.589,53.751,445.633,161.037,33366.481,1081.922,285.097,114.975,168.083,83.95,429.817,32284.559,1461.388,2281.959,11.069,22885.969,751.933,3.415,642.879,3962.449,283.498,9345.709,6.392,237.941,3461.01,108.477,600.999,636.478,2428.642,61.755,725.127,58.012,1020.876,5654.595,31.558,136.718,17.79,13.209,29.857,1524.703,167.143,140.874,61.859,50.181,170.33,37.158,22.535,525.667,467.479,1046.9,93.014,1117.62,7377.473,2590.569,80.715,53.355,102.165,95.289,331.833,24.177,178,1311.618,50.255,363.162,1285.237,1.519,69.889,12.391,62.057,5.065,68.759,17.955,28.11,71.955,120.862,825.046,1446.214,28.714,24.889,38.159,111.368,554.397,3.726,6.343,82.117,89.371,18.398,469.16,17.684,2055.453,80.718,130.886,831.693,728.663,8.023,196.783,77.893,9151.224,590.048,1.124,4.934,2.708,87.455,173.2,1.108,5.054,216.61,32.419,3.636,1.48,37.776,2.22,1.303,13.394,0.999,2786.033,7.374,62.06,96.214,549.576,189.716,1711.458,103.126,66.509,5775.143,622.66,263.86,2380.142,214.005,778.505,252.27,7.815,9.937,152.723,496.667,7.626,43.012,545.887,5482.205,472.161,5008.744,732.511,430.789,363.382,67.407,278.664,14.114,4.145,231.944,19.851,8.61,10.055,3.217,2.302,13.003,3.693,4.133,2.534
19,14530.313,216.527,31.706,26.005,198.944,2316.896,1800.963,981.437,996.917,14.856,8.663,986.49,13.38,471.011,562.909,1910.296,2739.347,919.23,333.722,5222.693,788.881,693.343,148.415,530.861,161.477,2822.495,27.012,45.295,4.914,4486.219,503.548,1691.962,100.652,468.636,1578.463,132.022,10.936,1047.53,39.518,49.98,57.773,870.902,29.357,14121.551,408.341,908.913,7.469,723.889,74.656,833.854,427.914,58.927,182.707,840.626,125.226,1116.596,7494.512,526.833,203.9,187.146,62973.249,14435.451,12365.791,84.695,6.993,326.977,983.677,53.4,450.585,163.333,33519.892,1083.825,281.391,113.611,168.452,84.715,435.656,32436.067,1450.947,2313.021,11.207,22993.806,750.241,3.46,648.247,3984.143,280.995,9378.786,6.527,240.659,3481.079,110.101,602.886,644.12,2427.495,62.628,723.247,57.799,1022.245,5639.12,31.352,134.296,17.759,13.423,29.849,1505.354,165.798,141.424,61.437,50.806,169.287,37.49,23.855,531.049,471.361,1054.258,95.516,1104.806,7400.972,2597.146,80.881,53.012,103.93,96.533,338.977,24.102,178.392,1306.047,51.326,363.946,1292.451,1.534,70.151,12.442,62.39,5.077,68.339,18.198,28.801,72.232,121.726,829.923,1445.532,29.045,25.186,38.469,111.519,554.271,3.781,6.363,81.889,89.575,18.53,467.125,17.88,2065.843,81.717,130.981,832.769,735.84,8.048,196.997,78.697,9196.32,591.321,1.141,4.98,2.726,88.433,173.535,1.106,4.823,216.545,32.35,3.576,1.48,38.026,2.236,1.314,13.37,1.02,2792.239,7.423,62.653,96.808,545.043,190.179,1719.885,103.437,66.811,5812.76,624.794,263.265,2403.583,215.799,781.986,253.395,7.8,10.073,152.868,499.994,7.677,43.214,548.279,5493.88,478.378,5014.197,732.672,432.645,364.996,67.649,277.032,14.09,4.162,230.558,19.68,8.542,10.04,3.235,2.299,12.955,3.735,4.075,2.483
20,14312.804,216.337,31.058,25.997,196.483,2328.256,1771.456,968.947,972.2,14.948,8.541,976.483,13.415,462.532,547.638,1875.787,2674.077,891.771,335.865,5172.937,784.425,686.199,147.59,523.696,159.129,2795.11,26.811,45.081,4.896,4483.764,507.905,1690.493,100.41,473.668,1566.296,133.898,11.094,1053.641,39.79,50.134,58.046,876.264,29.407,13881.4,402.365,890.42,7.566,718.546,74.062,826.225,422.412,58.093,179.869,823.687,123.796,1084.286,7361.265,519.813,202.487,186.466,63229.439,14522.106,12436.009,86.885,7.114,331.867,986.124,53.095,455.481,165.531,33670.906,1086.129,277.944,112.304,168.779,85.506,441.596,32584.777,1439.778,2344.049,11.345,23098.994,750.037,3.514,653.403,4005.128,278.529,9412.306,6.67,243.441,3501.364,111.687,604.581,651.842,2425.257,63.459,721.707,57.552,1024.746,5624.121,31.175,132.116,17.763,13.641,29.871,1485.584,164.484,141.915,61.11,51.432,168.198,37.861,25.229,537.02,474.895,1061.814,98.165,1091.848,7428.748,2606.478,81.13,52.711,105.797,97.814,346.36,24.064,178.922,1302.144,52.422,365.114,1299.809,1.546,70.386,12.51,62.735,5.092,67.992,18.465,29.504,72.503,122.612,834.821,1445.919,29.379,25.477,38.799,111.773,554.443,3.836,6.387,81.681,89.807,18.68,465.667,18.078,2076.542,82.704,131.098,833.984,743.243,8.074,197.139,79.501,9241.022,592.456,1.155,5.029,2.742,89.398,173.808,1.104,4.603,216.399,32.261,3.518,1.483,38.287,2.255,1.326,13.362,1.04,2798.341,7.474,63.268,97.409,540.334,190.582,1728.452,103.724,67.098,5850.225,626.984,262.586,2427.218,217.635,785.409,254.448,7.786,10.199,152.968,503.217,7.726,43.414,550.602,5505.996,484.674,5020.01,732.83,434.605,366.713,67.892,275.314,14.067,4.179,229.091,19.505,8.472,10.018,3.253,2.293,12.893,3.778,4.008,2.428
21,14093.842,216.15,30.405,25.982,194,2338.437,1741.791,956.246,947.816,15.041,8.42,965.879,13.453,454.206,532.519,1840.576,2609.141,864.924,337.844,5120.782,779.514,678.828,146.707,516.304,156.752,2766.339,26.604,44.857,4.877,4481.475,512.74,1688.931,100.284,478.787,1553.56,135.914,11.259,1059.304,40.047,50.255,58.29,881.27,29.442,13639.195,396.278,871.922,7.659,712.906,73.438,818.354,416.772,57.247,176.975,806.567,122.332,1052.066,7227.325,512.625,200.971,185.715,63488.78,14615.628,12512.775,89.178,7.248,336.694,988.949,52.83,460.347,167.607,33818.041,1088.728,274.669,111.021,169.055,86.316,447.667,32729.313,1427.879,2375.082,11.488,23200.417,751.215,3.573,658.316,4025.26,276.083,9445.968,6.818,246.252,3521.956,113.227,606.093,659.711,2421.93,64.264,720.241,57.267,1028.209,5609.143,31.031,130.122,17.798,13.865,29.919,1465.425,163.213,142.338,60.843,52.063,167.06,38.257,26.649,543.24,478.056,1069.6,100.961,1078.703,7461.246,2618.627,81.458,52.445,107.839,99.17,354.162,24.055,179.572,1299.666,53.571,366.689,1307.614,1.562,70.593,12.591,63.099,5.106,67.714,18.754,30.234,72.775,123.525,840.013,1447.373,29.714,25.763,39.145,112.143,554.904,3.891,6.413,81.496,90.064,18.851,464.773,18.286,2087.632,83.687,131.248,835.437,750.851,8.101,197.196,80.311,9284.734,593.401,1.172,5.081,2.759,90.358,174.031,1.1,4.367,216.152,32.135,3.453,1.492,38.555,2.272,1.338,13.363,1.057,2804.137,7.521,63.901,97.99,535.415,190.925,1737.026,103.99,67.369,5887.196,629.182,261.808,2450.84,219.495,788.744,255.426,7.77,10.31,153.02,506.336,7.775,43.612,552.844,5518.425,491.167,5025.937,733.015,436.698,368.556,68.142,273.5,14.044,4.194,227.537,19.324,8.401,9.996,3.271,2.285,12.821,3.821,3.938,2.369
22,13875.532,216.425,29.746,25.979,191.755,2345.613,1712.86,943.082,924.521,15.121,8.28,953.667,13.491,446.861,517.39,1804.536,2545.71,839.17,340.314,5065.598,773.804,671.445,145.777,508.479,154.326,2735.853,26.404,44.658,4.852,4481.713,519.507,1687.724,100.635,484.079,1540.076,138.244,11.448,1064.425,40.333,50.368,58.467,885.768,29.489,13398.523,390.091,853.616,7.754,706.864,72.751,810.573,411.035,56.396,174.038,789.352,120.839,1021.576,7094.049,505.369,199.285,184.892,63771.949,14716,12597.304,91.378,7.383,341.051,992.132,52.868,464.347,169.537,33974.568,1094.444,273.349,110.097,169.437,87.278,454.283,32880.124,1414.772,2406.428,11.638,23301.702,757.715,3.654,663,4047.434,273.781,9481.486,7.015,249.417,3542.207,114.66,607,667.418,2416.445,64.688,720.037,56.895,1035.704,5599.895,30.976,129.234,17.995,14.075,30.077,1444.48,162.1,142.624,60.914,52.678,165.884,38.783,28.282,552.884,480.18,1077.84,104.566,1066.323,7508.197,2642.011,82.166,52.427,109.902,100.468,361.938,24.21,180.762,1305.376,54.674,370.088,1315.363,1.575,70.687,12.75,63.472,5.126,67.67,19.149,30.974,73.003,124.615,844.695,1452.112,30.014,26.029,39.529,112.794,556.29,3.951,6.443,81.365,90.402,19.073,465.783,18.486,2098.711,84.639,131.493,837.049,758.495,8.12,197.067,81.039,9328.667,594.474,1.184,5.133,2.776,91.242,174.188,1.102,4.246,215.87,32.05,3.423,1.521,38.848,2.295,1.352,13.421,1.076,2809.41,7.57,64.597,98.677,530.386,191.235,1745.085,104.256,67.604,5924.783,631.698,260.947,2475.637,221.482,791.905,256.251,7.75,10.375,153.054,509.032,7.812,43.789,555.017,5531.908,497.463,5033.108,733.32,439.077,370.671,68.406,271.548,14.026,4.212,225.845,19.137,8.328,9.966,3.286,2.271,12.729,3.868,3.851,2.308
