,Afghanistan,Algeria,Angola,Argentina,Armenia,Azerbaijan,Bangladesh,Belarus,Benin,Bhutan,Bolivia,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Central African Republic,Chad,Chile,China,Colombia,Congo DR,Congo,Costa Rica,Cote dIvoire,Cuba,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,Fiji,Gabon,Gambia,Georgia,Ghana,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Jamaica,Kazakhstan,Kenya,"Korea, DPR",Kyrgyzstan,Lao PDR,Lebanon,Lesotho,Liberia,Madagascar,Malawi,Malaysia,Maldives,Mali,Mauritania,Mauritius,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Romania,Russia,Rwanda,Saint Lucia,Saint Vincent and the Grenadines,Senegal,Serbia,Sierra Leone,Somalia,South Africa,Sri Lanka,Sudan,Swaziland,Tajikistan,Tanzania,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Yemen,Zambia,Zimbabwe
mdr%,3.4,1.4,1.8,2.2,9.4,22,1.4,32,0.5,2.1,1.2,2.5,0.91,2,1.8,3.1,1.4,3.1,0.44,1.8,0.69,5.7,1.5,3.1,3.1,1.5,2.5,0.96,1.8,6.6,4.9,3.4,0.33,1.8,1.6,0,3.1,0.48,11,1.8,2.1,3,0.56,1.8,2.1,2.1,1.8,2.1,1.9,5,3.4,2.1,30,3.1,2.1,26,4.9,1.1,0.91,1.8,0.49,0.42,0.1,2.1,1.8,1.8,1,2.4,19,0.48,3.5,4.2,3.8,2.9,0.63,1.8,3.1,3.4,2.1,4.9,0.31,5.3,4,2.8,20,3.9,2.1,2.1,2.1,0.49,0.85,5.2,1.8,0.18,1.8,7.7,13,1.1,1.7,1.8,3.4,0.93,1.4,16,0.24,23,0,0.52,2.7,1.7,1.8,1.9
