"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
496.339822053764,502.505440041292,508.695688433893,514.909931634109,521.147497306393,527.407675157517,533.689715731287,539.992829201165,113.367325798682,114.734094731491,116.113996554847,117.506906178675,118.912681039459,120.331160300248,121.762164036004,123.205492406119,92.6327916819926,94.0992096396425,95.5780144962205,97.0691211470874,98.5724323666965,100.087838166962,101.615215141266,103.154425794541,411.217920672306,418.750391247347,426.329956978142,433.956300525411,441.629065636623,449.347854004564,457.112222089591,464.921677901398,4147.1293369663,4198.01100250501,4249.50400229952,4301.60778509926,4354.32121362389,4407.64252963059,4461.56931830038,4516.0984710419,374.46080946845,381.453432227904,388.492972114179,395.579174923545,402.711749779447,409.890366062219,417.114650295586,424.384182988486
