"set","rmort","rmortTB","CDRscaleO","fchild","vchild","rchild","w","pchild","pelderly","padult","n","uiscaleC","relderly","radult","x","fadult","felderly","vadult","CDRscale","e","nelderly","velderly","uiscaleA","uiscaleE","neta","CDRscaleE","p0"
1,0.686893559759483,0.610543785290793,0.169572915975004,0.0598331305780448,0.00014158059861511,0.0139110405114479,0.010207247284241,0.0522769082710147,0.0959660659730434,0.123399804700166,0.247433762205765,0.150999464443885,0.378118338312488,0.431136191915721,0.44130600001663,0.723605901235715,0.328597450256348,0.551910872096545,0.484920380078256,0.798145922925323,0.49563550981693,0.176732708227821,6.02154660737142,7.13803088990971,1.03376898402348,0.612529987888411,1267142
2,-0.783138683298603,0.330574434064329,0.00136468531563883,0.0959200939745642,0.000155057296203449,0.012779045458883,0.00750144827505574,0.0563392866309732,0.0582505264133215,0.157565559872892,0.246513920323923,0.184228567988612,0.313801236485597,0.313321906141937,0.298556904774159,0.593778865062632,0.441440106881782,0.0164536985972431,1.41182345678099,0.483412168454379,0.899485871335492,0.84489998701273,5.31668318901211,11.7197569017299,13.2569875167683,1.78742968121078,1267142
3,-0.802484386973083,0.320708850212395,0.458983338670805,0.0841434773057699,0.000283502036752179,0.00594382170587778,0.0146763381471392,0.048532692217268,0.10382939979434,0.19980693807127,0.184717765357345,0.217572447471321,0.242522826904897,0.45665518483147,0.404149319976568,0.623889405746013,0.430322056403384,0.532116296154168,0.301667371112853,0.671283528394997,0.850220576906577,0.494244878388685,6.09369368408807,10.4946378152817,6.73992491653189,1.78532135128044,1267142
