"PSIZE","S","Births","I","NI","L","R","new_I","new_NI","new_I_react","new_NI_react","Sv","Lv","Rv","TBItot","TBI0-14","TBI15-54","TBI55-64","TBI65+","TBI55+","TBI<55","TBNtot","TBN0-14","TBN15-54","TBN55-64","TBN65+","TBN55+","TBN<55","TBMtot","TBM0-14","TBM15-54","TBM55-64","TBM65+","TBM15-59","TBM60+","TBM55+","TBM<55","TBPtot","TBP0-14","TBP15-29","TBP30-44","TBP45-59","TBP60+","TBP55+","TBPbtot","TBPb0-14","TBPb15-29","TBPb30-44","TBPb45-59","TBPb60+","TBPb55+","TBPItot","TBPI0-14","TBPI15-54","TBPI55-64","TBPI65+","TBPI55+","TBPI5-9","TBPI10-19","TBPI20-29","TBPI30-39","TBPI40-49","TBPI50-59","TBPI60-69","TBPI70+","YearPsizetot","YearPsize0-14","YearPsize15-54","YearPsize55-64","YearPsize65+","YearPsize15-59","YearPsize15-29","YearPsize30-44","YearPsize45-59","YearPsize60+","YearPsize55+","YearPsize5-9","YearPsize10-19","YearPsize20-29","YearPsize30-39","YearPsize40-49","YearPsize50-59","YearPsize60-69","YearPsize70+","YearPsize55-74","YearPsize75+","YearPsize15-24","YearPsize25-54","TBI15-24","TBI25-54","TBM15-24","TBM25-54","TBPb15+","YearPsize15plus","timestep","year","type","vxint","fit"
1267142,114042.78,4400.97511467781,25342.84,25342.84,1013713.6,88699.94,0,0,0,0,0,0,0,2402.56399914339,579.425828329708,3397.17921806499,4069.00040008756,2280.89209989057,3357.2473503139,2282.54857502701,2774.5580649044,641.85176378044,4045.83353402833,4342.16505371055,1907.7810022616,3373.16319138026,2699.30604752696,1867.84676794493,1901.33285658362,1875.24851229624,1883.94537704316,1489.38069359222,1875.7152812552,1647.7549967782,1726.88966808624,1885.56680684685,2816.72317233366,2855.32908507567,2728.91313417972,2727.23278832423,2789.68483274009,3210.39572209521,3123.6100619429,1310.5442160449,1408.51884026258,1223.40374044621,1222.15878364275,1241.04999963967,1493.44681015363,1425.55829681797,81.7427265769781,82.4126804078207,81.4393861499529,81.2638516969869,80.8137615464703,81.0854457478889,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1250590.74039434,439456.407578871,671476.429079254,84067.3453241232,55590.5584120915,718582.695763403,312059.17952034,240296.462081335,166227.054161728,92551.6370520659,139657.903736215,64820.2883966129,118082.707735782,96194.5486390083,82969.2010751544,67936.3625727341,49510.7945274838,31717.89048117,13536.1247806539,62811.4594042053,5602.47533931427,109432.814347753,221991.511606297,6856.45906371078,6895.77789443314,3791.47031667018,3803.18103739481,2550.96105643989,399838.26069757,1900,1900,1,1,1
1234039.48078868,68740.980912233,3227.27589961835,7436.24922926221,12329.4291222308,1030243.45263516,115289.368889796,10008.9634603328,20226.5550178407,802.498030675694,1175.22425542771,0,0,0,1108.42778998051,311.136618534709,1203.89230335922,2756.43220944817,3612.72695391042,3104.71051143513,853.275627741559,1236.57239965488,345.901215789855,1441.07840347216,2960.66790555994,3061.57761592315,3001.71062222564,1010.96365731633,1022.81654268481,1107.97713923319,892.093234086482,1227.58453443405,1607.80633627122,913.831223969372,1456.68773652233,1382.23105583181,976.87846528529,475.821345829633,466.333801597285,371.965898086492,364.680406344203,423.726150904357,1231.27630156189,1020.99881449804,122.349135399582,209.232029860898,38.0736928243251,30.7388633588507,30.2354019863065,393.865738747603,276.39010618524,82.7355172872636,81.236713011346,83.7315501292299,82.9674535063966,82.0793803482831,82.6063148577635,86.5697973472646,85.8471617864429,83.6004706362098,83.6021789737942,83.6065557625816,83.3362001455944,82.5887446056022,82.0102715988414,1235113.81703114,430100.136607196,665039.851596305,83042.6754578713,56931.1533697642,710868.93473057,310224.116529888,236280.976738266,164363.841462416,94144.7456933707,139973.828827636,133342.556381774,234319.94296729,194547.653796215,165131.34956754,135826.418473764,99687.0501593779,64801.1677711753,29343.5779221954,127810.682875974,12163.1459516619,220098.657409554,444941.194186751,1255.65835618822,1178.28523690658,898.641580907004,888.853969297608,75.929620197106,805013.680423941,1900.5,1901,1,1,1
1241716.50202368,86847.1077176757,26194,2299.59402825613,5844.68312325503,1025382.57058133,121342.546573163,3228.6662783937,6127.06014189093,912.375111390231,1377.19400336181,0,0,0,462.800554390678,126.09059476067,234.419964967812,1893.73589075356,3477.5351239861,2549.98010402008,192.143685892101,473.717743162447,137.147009465242,280.646649498837,2020.12678176439,2923.53221240162,2394.45111129397,224.644931610844,186.939098838032,178.351736076388,122.869301170771,257.994033601564,875.948472167086,130.739097107301,638.568764976074,514.042285085624,144.521701599064,114.110519735649,76.1426627662558,51.3036063154181,49.5177011321754,73.033499370069,711.419567941441,529.348844354717,10.9639704578386,28.9803229399718,-17.0352144439517,-18.4332412881558,-37.0577462853075,175.037785988328,92.2843366324569,81.2391986983568,76.5154900941787,84.0505768145314,82.6539714155837,81.6405505467402,82.2341898728639,86.687852524788,86.5783834620016,83.7819989582808,83.7824926478629,83.7849106316775,83.3401702654015,82.1838796255355,81.5289497369774,1238374.25823948,427807.696198093,668413.14707698,83252.4166503322,58900.998314079,713629.369939815,312991.880652828,235733.961405265,164903.527881723,96937.1921015761,142153.414964411,139312.880266364,233308.481183753,197599.355254942,164489.624374776,135741.389498246,100406.475413965,65721.5715460798,31215.6205554963,129181.23611461,12972.1788498012,221526.677187426,446886.469889554,259.193053303554,222.139664908506,125.103133661947,121.761965141364,1.45514711103904,810566.562041391,1901,1902,1,1,1
1228511.13203859,83564.0276631416,25356.4811192101,722.708124420616,2886.88509751885,1018352.21774597,122985.293407542,1665.76152126371,2804.57721897632,1012.13851173248,1478.06676539993,0,0,0,422.729462841132,97.2188511214935,157.718937373147,1876.56897074059,3620.65091785715,2612.52468441803,134.224950290393,420.79912179425,104.415803535164,187.273662811127,1998.14519350473,3039.37662190973,2437.5168757024,155.097485946901,55.6118142857896,29.8720739268107,12.4352438794089,80.526011800909,676.317634263378,16.1805048759439,449.110123151236,331.934066013802,19.2064848028321,55.6416753866893,13.8490327387391,1.22707982083437,0.320031516133161,16.802175988856,601.751246266116,433.968625714365,-0.709297734027804,2.46296988840828,-15.5194700485626,-16.3185992454786,-38.3100864452138,131.927842009702,60.7326065924798,79.4710320679319,71.3087653304946,84.1907359752606,82.1580378842375,80.8723091545624,81.6156521215993,86.4052305905727,87.0162702550991,83.7857054189621,83.7860796782487,83.7878555384901,83.20261512676,81.4884026262952,80.715697407669,1244446.88465626,426998.913654442,672579.076852733,83738.1138211193,61130.7803279645,717607.52761924,315924.588412815,235790.658543168,165892.280663258,99840.443382576,144868.894149084,147544.758671115,233346.012689757,200911.421846102,164196.528387697,136023.11944006,101463.291378668,66678.7748639337,33161.6685186424,130857.194766287,14011.6993827971,222735.994334428,449843.082518304,159.932093024535,156.623112086985,13.2596644282711,12.0270390234565,-2.36635099815335,817447.971001816,1901.5,1903,1,1,1
1243553.00448113,108240.938394685,26077,216.768482939339,1559.86099282716,1010277.0675181,123258.369092578,1196.79645964224,1835.10164053898,1013.57436216025,1486.07572185814,0,0,0,431.810785935973,87.6014444951619,150.309395920493,1908.41735706388,3782.56005826588,2712.98907916394,126.04533339744,426.324091721022,93.8158977485316,178.020965583626,2031.41092361613,3173.89859391722,2521.88225847377,145.438861013657,35.1312089250089,6.25160361375363,-5.42283657761101,49.8188087619762,641.865773983732,-2.38769269234585,419.526600589731,303.985285021802,-0.905557025555834,48.0255179784861,3.87015670275616,-7.07737101481005,-8.06667926321374,7.46703092665178,598.388271708027,429.982096762631,-1.40850724644668,-1.30048282593451,-14.1808990673537,-15.2559967539938,-37.8373702124133,129.111926969908,59.3188496063526,77.6829891496923,66.0497069275019,84.3006039732957,81.7030713670483,80.0571877154845,80.9966553510868,86.089212246284,87.4085290114883,83.7624550211672,83.7627322341769,83.7642678220519,83.0955836325299,80.7528300257069,79.844342018408,1250916.62880832,426816.808784789,676246.937748264,84379.461583569,63473.4206916977,721601.227923584,318265.382246909,236203.924462067,167131.921214608,102498.592099947,147852.882275267,157915.812251148,234415.614447167,203842.726511322,164114.999077596,136583.825538481,102637.021060598,67481.5199654361,35017.0721345105,132629.234769461,15223.6475058054,223293.120213016,452953.817535248,145.053091437796,152.900601874154,-4.63198592891263,-5.81270305435532,-1.46445512716884,824099.820023531,1902,1904,1,1,1
1233195.51199784,107249.548558875,25874.8418934394,54.7814927223702,994.819636210264,1001813.78569592,123082.576614114,1129.94214373356,1602.56745339769,1088.69751942028,1541.68159765543,0,0,0,445.441985578635,80.8126752022518,149.170709175091,1937.65388128652,3938.65761396033,2810.28161101015,122.793378107662,437.411950088431,86.499260995188,176.585216929656,2062.42751032929,3304.09753616803,2603.91360454347,141.823727370822,33.5202684129591,2.4176194945196,-8.46719633425052,45.0337158205214,653.72513261367,-5.5104241987194,430.225591493096,310.48100133293,-4.26706982333386,49.5102638175422,2.17410142654433,-8.40479413941334,-9.60450059914612,5.9644212017856,622.597078025348,446.952137762199,-0.643410188273267,-1.7254206566,-13.687261991717,-15.1068416517719,-37.9394743555518,136.201908510519,64.5212152504393,75.9161431889354,60.8129673251852,84.4035863525117,81.3248246602988,79.2633266531282,80.4259786122517,86.0565353517902,87.6027022971819,83.7347468813866,83.7348198739797,83.7362147354996,83.0382306794004,80.0279626953725,78.9867769620708,1257367.94940133,426932.08570521,679481.521650562,85123.9077289157,65830.4343166417,725576.031004072,320154.525184525,236899.638744076,168521.86707547,104859.832692048,150954.342045557,175188.307539135,236703.472627134,206439.777431958,164177.338817017,137352.568130465,103891.598872065,68118.2777491696,36741.5549428781,134423.217163839,16531.1248817185,223330.681641953,456150.840008609,139.844771039436,153.73667275141,-7.48885650861131,-8.94618986221016,-0.0871420811354464,830435.86369612,1902.5,1905,1,1,1
1249441.08764657,132650.68126553,26176,-2.34869068557479,745.606682799219,993310.910879545,122736.237509384,1083.14709710787,1517.12696508691,1079.47005119929,1533.76214459868,0,0,0,459.464253070924,74.538451015696,148.891624471238,1960.20095143292,4085.52079033275,2900.67368595897,120.269202629163,449.03337666052,79.7758315413131,176.237866269533,2086.42351130952,3426.93482468717,2679.61156586981,139.104588409015,35.2933875918905,1.70656283180827,-8.9860246550943,44.6316159979857,676.75363191168,-5.99926352033319,451.085444827104,324.351171605302,-4.86988898246687,52.6913442489714,1.78547810377657,-8.52763248800494,-9.95433017960348,5.85735150502102,653.87864512916,468.062769040996,0.358471612732997,-1.66634512634275,-13.4240621163484,-15.1898043105607,-38.3332972087359,145.973230170784,71.1187254734973,74.1774392935219,55.6070506481925,84.5046280469747,81.0290588958772,78.505089574513,79.9123437391761,74.0092078202746,87.4241160631623,84.0980099383227,83.7061002009211,83.7073677057866,83.0029087765297,79.3442229312593,78.1916567155011,1263713.28569946,427122.529140084,682424.233574416,85946.4796812228,68220.0433037377,729628.657677552,321771.98906313,237868.756197723,169987.912416699,106962.098881825,154166.52298496,170511.202326194,240529.276158602,208712.834335978,164325.504202303,138346.031514638,105185.132897481,68609.2869278392,38352.8119539856,136241.611091818,17924.9118931422,223006.026888831,459418.206685586,135.823089898988,155.235217149556,-7.78839911698222,-9.56736363789554,1.39224450570164,836590.756559377,1903,1906,1,1,1
1239452.68166594,131855.152079512,26045.2612530673,-15.3049764225181,656.90917614928,984641.59004192,122314.335344786,1139.20004157772,1534.16441730743,1152.74776909363,1584.42930536062,0,0,0,473.129516093171,68.2361146757522,148.817103193804,1977.73180694292,4225.68325408646,2984.92647032641,117.878267123354,460.350077374803,73.0294861992363,176.144193960744,2105.09159266526,3543.89322486098,2749.74667516556,136.553601954405,37.6840961679495,1.48791065014289,-9.07048659055495,44.8877648008138,702.651191262722,-6.02358173577825,474.343115946457,339.598673144987,-5.01662069235411,56.1579530999783,1.60112183830975,-8.43838485233278,-10.1045500422501,6.05519201094404,686.499706957892,489.472282097606,1.39820330539388,-1.53658020986539,-13.2116211083058,-15.3366667730666,-38.923403580486,156.566519355662,77.9028578156361,72.4669307699196,50.4169142272634,84.6054285609841,80.8084963611702,77.7808624120633,79.4521296191398,60.614494911892,87.2071010302938,84.4915092071379,83.6772051423513,83.6783547414583,82.962466071788,78.748906818955,77.442454852803,1269911.23541311,427163.642306874,685394.971006163,86850.7785438099,70501.8435562657,733880.273516101,323301.103852393,239094.472577833,171484.697085875,108867.319590138,157352.622100076,163777.412009448,246355.420777382,210563.970057973,164744.99668617,139392.791911973,106441.381065566,68998.6341534272,39868.6854367104,138050.049133583,19302.572966493,222674.679220581,462720.291785581,131.788210458707,157.011909634293,-7.62182447306507,-9.76762561392968,2.88575761704681,842747.593106238,1903.5,1907,1,1,1
1255931.27423652,157383.740569615,26309,-20.6992191801512,616.680698212429,976094.514576826,121857.037611045,1126.89974459058,1522.77077301872,1140.14853594751,1573.04952840402,0,0,0,485.927955306484,61.8032990219015,148.78523557958,1991.78791902443,4360.21116749892,3062.99148519832,115.509718184237,470.911563269379,66.1445810914995,176.101061016433,2120.0510007942,3655.71496704698,2814.6095929522,134.036479503621,40.1402849076358,1.34273127423901,-9.07450268732734,45.2167206451754,729.726186431125,-5.96129724747574,496.985279613602,354.810447738499,-5.08932066428062,59.5600305990157,1.44489783174872,-8.30729700669129,-10.2193495450891,6.27854050604319,717.331102135961,510.114025104531,2.41810293561903,-1.39309107912983,-13.0060810545131,-15.4960753692524,-39.5072034164816,166.709384666447,84.478118103995,70.7818921880281,45.2043907015293,84.7070777850054,80.6494984145603,77.0860755653525,79.0379804030728,45.4806166425153,86.9900224134065,84.879395299208,83.6482516468783,83.6492889456748,82.9199894910841,78.2419026329163,76.7411648886875,1275959.00890524,426782.364012352,688823.324981523,87827.8334943939,72525.4864169724,738416.375156178,324985.822625898,240532.11463385,172898.43789643,110760.269736711,160353.319911366,154763.87946795,254794.554596198,211785.413418535,165692.450460805,140227.661028451,107510.441041023,69414.3356896475,41345.9340470639,139778.53113587,20574.7887754961,222815.010019906,466008.314961617,127.763655182951,158.836394531743,-7.35429579348344,-9.89699426952091,4.33354703209369,849176.644892889,1904,1908,1,1,1
1245901.98338012,156517.933749918,26184.9026953479,-14.5392835473921,620.076185443537,967407.93345346,121370.579274847,1196.87244920562,1564.55935037517,1214.6961895392,1623.65672081613,0,0,0,497.555588289078,55.3298389654195,148.762953651797,2002.75519115447,4489.01817984999,3134.29700219083,113.213051352675,480.488913656642,59.2162870469875,176.067223641176,2131.7166538877,3762.58888641898,2873.95515719888,131.607190456711,42.4857053310432,1.2080352812236,-9.0612771298595,45.5312464543332,756.954852643547,-5.89782462874266,517.384698868862,369.312583916033,-5.15395739511032,62.7369695510298,1.29190635905902,-8.16400395189784,-10.3285837319045,6.4108708447775,744.398879511174,529.32691306626,3.37136831443772,-1.24657305599242,-12.7982712964342,-15.6590341930166,-39.9516133378533,175.522632760716,90.5776786417432,69.1222118057595,39.9224483674699,84.8104796534258,80.5399168555071,76.4176369438551,78.6639645439007,27.4329653877706,86.7820249437754,85.2604211902475,83.6192686402775,83.6201963581231,82.8796282630582,77.8242272819552,76.0829509485249,1281859.57160486,425679.545384092,693101.751083747,88858.4972501902,74219.7778868308,743437.732867234,327121.12020441,242153.885162363,174162.72750046,112742.293353534,163078.275137021,143042.078839124,266363.837757605,212320.042163013,167293.022299363,140706.306538695,108317.283824765,69937.5594280767,42804.7339254575,141382.270679924,21696.004457097,223856.080816999,469245.670266747,123.791031181961,160.675938786824,-7.060384517349,-10.0158133286009,5.66733776358744,856180.026220768,1904.5,1909,1,1,1
