"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
0.56522033312968,0.56522033312968,0.56522033312968,0.56522033312968,0.56522033312968,0.56522033312968,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.921954720784038,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.926637310596453,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587,0.40275373718587
0.575090086256193,0.575090086256193,0.575090086256193,0.575090086256193,0.575090086256193,0.575090086256193,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,0.975419075005715,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,1.0630414178187,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336,0.314662864765336
0.601245593897804,0.601245593897804,0.601245593897804,0.601245593897804,0.601245593897804,0.601245593897804,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.03746862148391,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,1.2528807594827,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939,0.398114502675939
0.649817818070155,0.649817818070155,0.649817818070155,0.649817818070155,0.649817818070155,0.649817818070155,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.12172429496079,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,1.4427662496095,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493,0.432461350236493
0.691893490539545,0.691893490539545,0.691893490539545,0.691893490539545,0.691893490539545,0.691893490539545,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.17395706444775,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,1.65287321189201,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297,0.518488849793297
0.756313170156789,0.756313170156789,0.756313170156789,0.756313170156789,0.756313170156789,0.756313170156789,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.27615022414866,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,1.87373881957672,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431,0.557531057183431
0.818393603517419,0.818393603517419,0.818393603517419,0.818393603517419,0.818393603517419,0.818393603517419,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,1.33031164834371,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,2.11686915917478,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896,0.661664503309896
0.90044119861972,0.90044119861972,0.90044119861972,0.90044119861972,0.90044119861972,0.90044119861972,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,1.45591826829662,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,2.37598144670412,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377,0.705789369525377
0.982048428557687,0.982048428557687,0.982048428557687,0.982048428557687,0.982048428557687,0.982048428557687,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,1.51660584799119,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,2.65372587155304,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015,0.830819218940015
1.08082323455108,1.08082323455108,1.08082323455108,1.08082323455108,1.08082323455108,1.08082323455108,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,1.66644597803115,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,2.94929139068868,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046,0.878442009598046
