"PSIZE","S","Births","I","NI","L","R","new_I","new_NI","new_I_react","new_NI_react","Sv","Lv","Rv","TBItot","TBI0-14","TBI15-54","TBI55-64","TBI65+","TBMtot","TBM0-14","TBM15-54","TBM55-64","TBM65+","TBM15-59","TBM60+","TBPtot","TBP0-14","TBP15-29","TBP30-44","TBP45-59","TBP60+","TBPbtot","TBPb0-14","TBPb15-29","TBPb30-44","TBPb45-59","TBP60+","TBPItot","TBPI0-14","TBPI15-54","TBPI55-64","TBPI65+","YearPsizetot","YearPsize0-14","YearPsize15-54","YearPsize55-64","YearPsize65+","YearPsize15-59","YearPsize15-29","YearPsize30-44","YearPsize45-59","YearPsize60+","type","vxint"
1545953.91148462,645135.908277157,31888.3132252497,2621.99140121994,2796.32245880028,859822.744707365,35576.944640079,1039.87353372827,1217.44294917717,111.452443961654,132.814466159556,0,0,0,46.0234752381926,2.41149182698967,25.9710959184683,44.301102719418,127.928514328829,4.86734103866655,0.0562114249928909,2.04509567085557,2.74891628858533,16.6078171437329,2.0120041115072,13.5697841863182,27.3918668734774,0.779907589945497,10.7304218424076,19.49360100056,16.9586073257268,67.1359510419638,12.0189857001441,0.058719689916858,6.05751594004368,10.7805237246659,8.9880398125473,67.1359510419638,38.2724348459946,0.710390619846382,24.605547590626,67.9129463746571,79.7686237754883,1309232.5696812,212596.751377978,641175.711706254,181466.973171775,273993.133425191,737215.994852381,249160.975588059,243073.965336469,244981.053927854,359419.823450838,2,3
1563197.73660776,661362.853509789,32815,2623.31507724881,2798.97965895386,860830.162707292,35582.4256544785,1042.1578485166,1219.22568737801,110.579869233366,131.839107093023,0,0,0,45.7923261866223,2.42464127370929,25.367544949503,43.4178669349739,126.929042601994,4.8945570082444,0.0608167989376383,1.88336171163157,3.42425847636689,16.4131620214029,2.00965444586553,13.4887849150651,27.4094647519838,0.928653113171873,10.7270213561608,19.3491617630835,16.9856650318384,66.3519285267916,11.9625430402347,0.0752405522475331,6.02671133066806,10.6677753387159,9.16557138348179,66.3519285267916,37.4509895552205,0.698574367019625,22.8455045671616,66.9278900473327,79.2204405651044,1299380.36600127,209610.389120581,630972.232948492,182581.01607515,276216.727857045,727627.358496707,246266.122242594,242801.773701252,238559.462552861,362142.61838398,2,3
1547294.60495154,644697.950200941,31917.6506098401,2619.19177273744,2797.95622353987,861597.611068187,35581.8956861374,1039.58954815353,1216.44855952365,111.410556224797,132.416774898121,0,0,0,45.4156891498279,2.41715390807505,24.8413045262777,42.5534963300355,125.65233974644,4.86811742077302,0.0730687567957265,1.78825793337647,3.84690757676821,16.0263524618987,2.01264588217783,13.209229825819,27.3564808259603,1.06297922992522,10.63163752465,17.4552937498926,18.7666848860778,65.4810559448642,11.8890682101224,0.0870729491039242,5.95276716366097,9.42839794134855,10.3794137050528,65.4810559448642,36.6337929727399,0.691892105559182,21.6029666799041,66.1097441828846,78.6457139124771,1289740.92092522,208420.839114419,626290.529535708,176449.07627684,278580.475998258,716292.069299547,241619.081864357,242520.195372357,232152.792062833,365028.012511258,2,3
1564552.02731375,660977.342150879,32843,2618.60068208653,2797.79266904209,862566.367895061,35591.9239166855,1040.02237792464,1216.37260499135,110.547124073044,131.462026275745,0,0,0,44.9616866558947,2.37800143500207,24.230190366095,41.5865021449475,124.28725698547,4.81684707758739,0.0809554909257606,1.74308891022228,3.88588389206494,15.6753362152015,1.97547468105143,12.9286081437632,26.8196242375148,1.14847602194199,10.621421766617,15.8730917166463,19.4174967480284,63.4618359848978,11.5583778033279,0.0927850363910942,5.94386141369577,8.47744947045368,10.7623672925766,63.4618359848978,35.8155932065625,0.68445566448326,20.3780633181864,65.232358707403,78.0465205163122,1280178.22994244,207238.357439896,621615.386417605,170368.241903545,280956.244181392,705001.314643782,237036.872162836,242221.822151332,225742.620329614,367938.557858761,2,3
1548630.05969099,644346.693210862,31946.7867681686,2614.11461690952,2795.45379605958,863281.797640022,35592.0004271404,1036.4946550693,1212.64549018928,111.366121678891,132.028574031793,0,0,0,44.3285964682011,2.32603456872117,23.4299779929284,40.382839575341,122.682549010222,4.71026875481818,0.0854635169175566,1.70603364811018,3.88515229957164,15.0955258896868,1.93574727452743,12.4709443302428,26.3337355977202,1.19424728254408,10.4886085747596,13.2929098306476,21.0498203462197,61.8717269157229,11.2959899494145,0.0946283585891767,5.85686992060081,6.90520486316525,11.8294751147307,61.8717269157229,34.9932699968509,0.675236153714191,19.1713452703148,64.2840658674937,77.4224512775866,1270603.6423358,206060.837437814,616935.059378267,164322.117699423,283285.627820299,693729.796035694,232514.001347182,241906.415324746,219309.379363766,370813.008862295,2,3
1565899.5295446,660686.916485388,32872,2613.61392678491,2794.48210775501,864202.178616368,35602.3384083049,1037.46402017984,1213.07163677136,110.502783030181,131.080670704869,0,0,0,43.623310539084,2.23789057688732,22.5711403504718,39.0819093165585,120.968842491367,4.58566017472404,0.0871569042106111,1.65896445180865,3.71989781557081,14.5678834360123,1.84419101052794,12.0595121782358,25.3494027901611,1.20368155582971,10.1062522012477,11.3548340828816,21.3392397706773,59.2244340404218,10.7714238615834,0.09346980543637,5.61586465191408,5.81644025302463,12.0056220895563,59.2244340404218,34.1670565636106,0.663941316421884,17.9854449736905,63.2527090067401,76.7736273113297,1261019.58924921,204888.28382993,612253.611974688,158307.325834659,285570.367609932,682472.762591062,228051.639887985,241575.83683178,212845.285871298,373658.542828217,2,3
1549953.27343571,644081.005052577,31977.0878512809,2610.28254614079,2792.32618816016,864868.238036844,35601.4216119894,1034.9222944618,1210.42996241672,111.301574539365,131.627945670532,0,0,0,42.7518750307724,2.14596439343909,21.5374258071019,37.5975094713431,119.004322628472,4.40869856000101,0.0866819211269442,1.60252462659792,3.62721607765905,13.8052284361192,1.76412917413072,11.4621569554838,24.5943068861862,1.18811469989225,9.23925340723606,10.647080852991,21.5217767714854,57.0013623417353,10.4263247411891,0.0909226068206076,5.06460936617997,5.5378000672984,12.1042711691743,57.0013623417353,33.3361106284779,0.649908833158997,16.8212250731345,62.1226237994786,76.0999177944726,1251430.53853224,203720.668158178,607574.101555151,152319.148650814,287816.6201681,671218.314745819,223650.265201239,241232.447957333,206335.601587247,376491.555628246,2,3
1567228.2240773,660465.573575953,32900,2611.20309104742,2791.93145985356,865748.609376672,35610.9065737715,1036.77960491129,1211.79199457068,110.435550573717,130.682498148731,0,0,0,42.0261699264476,2.07518826294061,20.7140827411988,36.1506353940616,117.180253778761,4.27233103829199,0.0847451862102921,1.54369394124174,3.63866655506369,13.1850648915158,1.69502934577664,11.1593621629111,23.6016137872103,1.16214885728522,8.8626447177467,9.93636086029968,21.1089457416411,54.6890779426894,9.95426761716867,0.0881551213271098,4.8432932189863,5.20442572086826,11.8157779652588,54.6890779426894,32.5146971656063,0.637779091007516,15.7051407809352,60.8805578264266,75.4033135253238,1241893.63835613,203281.8724402,602007.729324643,146381.34845934,290222.688131947,665835.763281132,219907.541543744,239368.303658156,206559.918079232,372776.002634799,2,3
1551240.10508122,643863.979108533,32005.7272455022,2607.94339452707,2789.3247726685,866367.216399284,35611.6414062075,1035.52626526136,1210.61535464396,111.213718692238,131.212597572545,0,0,0,41.1092350816859,1.9775920246081,19.6670302435144,34.5077365221696,115.102663895952,4.07843926565654,0.0825784762630921,1.48985506731507,3.47098310332629,12.4154762481469,1.63794808803108,10.6406853741223,22.7033131071291,1.1290092316432,7.40343810092448,10.6608753183287,20.4039994485495,52.5559525494528,9.55089831001043,0.0850457217682325,3.92218178688942,5.76364659805796,11.3757949437983,52.5559525494528,31.6916203755069,0.623686946969213,14.6118062154575,59.5076003374579,74.6840622447093,1232459.94311765,202845.895519168,596475.577835683,140479.757201538,292658.712561257,660469.880207064,216190.387816751,237546.488620541,206733.003769773,369144.167391414,2,3
1568504.40468436,660287.237285192,32927,2608.1361246576,2788.0515421783,867198.229984914,35622.7497474171,1036.16997400176,1210.78448848239,110.348991692441,130.275107256754,0,0,0,40.3697620814984,1.90506460404334,18.855818795324,32.9201234100403,113.243406361452,3.93548241789871,0.0799949820259914,1.447827523958,3.36159012551764,11.8244775376748,1.59032823650444,10.2736018143009,21.694100605971,1.09289463254338,6.17877601368689,11.1487577828274,19.6540025315811,50.0783321483055,9.08942834842366,0.081939657838805,3.20628047098992,6.09868402057951,10.9203277131542,50.0783321483055,30.8653753654444,0.608323060001026,13.5449551753422,57.9851453554409,73.9409075522783,1223036.10810676,202410.709422896,590968.377711412,134592.930534426,295064.090438025,655104.741066603,212495.369758518,235762.421920467,206846.949387618,365520.657617259,2,3
1552513.79663919,643700.842693196,32033.5024178794,2605.87507823421,2786.14185332316,867796.674366513,35624.2626479243,1034.48809224631,1209.24284692989,111.11278351002,130.798560866529,0,0,0,39.460488014033,1.80181630635652,17.8731260914305,31.142218944466,111.123730843744,3.74983216290808,0.077076409560164,1.397338163936,3.10877638607443,11.1517671982515,1.53409446785922,9.77759079751927,20.8286809658176,1.0490024229513,4.79466479126503,12.0254997256136,18.9302254314407,47.8970785981468,8.71886563684251,0.0782073318787992,2.40385074593593,6.69108937435182,10.4649575094911,47.8970785981468,30.0357037730708,0.591137739296564,12.5070370173656,56.289879681999,73.1716586661212,1213625.21230362,201976.28616247,585488.047780531,128714.36440611,297446.513954507,649744.449260921,208822.359693248,234015.986482459,206906.103085215,361904.476880227,2,3
1569803.02744391,660156.558837134,32954,2607.5671615243,2785.97822609567,868616.734127073,35636.189092084,1036.31847412032,1210.63482701654,110.25293565744,129.873898431296,0,0,0,38.7398022359077,1.72107046216516,17.1136718967214,29.4324295145396,109.275785839782,3.62649154725955,0.0737624544584315,1.37456987213187,2.94523757130867,10.6504052230762,1.5020184018669,9.44577582628227,20.0465227787759,1.00370886641376,3.89529422107939,12.4913834444185,18.2438813840865,45.9464541418392,8.39852712716532,0.0745218932853311,1.93475165539817,6.9906150849169,10.0359340481954,45.9464541418392,29.2037217203381,0.57234760163769,11.5033409279857,54.3922608225857,72.3746603851934,1204228.33621376,201542.585064563,580038.319157992,122828.217589913,299819.214401287,644391.180341474,205171.054943522,232307.057152071,206913.06824588,358294.570807719,2,3
1553802.75566956,643562.921038279,32060.6496809308,2605.69985761275,2784.27752305335,869208.508294776,35641.3489558391,1036.02809655497,1210.64145973058,111.009424937268,130.401537913406,0,0,0,38.0062470440105,1.67703282369748,16.5177177914335,28.1195028773434,108.421845477125,3.50984161322984,0.0706855432465624,1.36063602644806,2.7688987620506,10.3177446331318,1.47757370931313,9.11515346559636,19.4935664839025,0.942486057223695,4.34454404438279,12.5542902445421,17.5271974535055,44.2701039497695,8.22361847966445,0.0691269090989991,2.35135270988236,7.01037556058132,9.61238179381464,44.2701039497695,28.3880361335843,0.554875761413433,10.542995022302,52.7163337172187,71.7588682502124,1194703.33932853,200888.357104621,574476.827242557,123099.383431031,296238.771550324,638913.980856219,202421.15370911,229590.712753688,206902.11439342,354901.001367693,2,3
1571111.48803333,660043.332491719,32981,2607.12553574353,2783.92999870844,870020.276403081,35656.8236040796,1036.9839103367,1211.19804212081,110.160211323401,129.497903443776,0,0,0,37.3873762714352,1.64343251633025,16.2189575552704,27.0600953768992,107.326473874533,3.44984167687255,0.0666580318835402,1.37028271449701,2.50734849534077,10.2024954033989,1.47522062201293,8.93436842182221,19.5375603948199,0.915773109760201,4.77987955559894,12.3688999233364,16.8961779433379,44.7056841349883,8.31316412293199,0.0674117707203363,2.68640928423972,6.89100563707268,9.25499478178106,44.7056841349883,27.5750319363877,0.537729316609334,9.62796330947279,50.9343937268312,71.1066926455196,1185302.59927919,200237.905368203,568971.798263878,123334.777717053,292758.117930053,633473.444893087,199689.539829711,226926.794913809,206857.110149568,351591.249017896,2,3
1555096.84433765,643449.552391935,32087.7298122378,2606.11974357399,2783.00434212508,870595.564108885,35662.6037511317,1036.39589069326,1210.96898567111,110.917736917248,130.041709112308,0,0,0,37.408864785146,1.63372957362505,16.7050188651735,26.5892126882425,107.03704225832,3.59260389513407,0.0632521561793091,1.39698883390595,2.01872616550901,10.9761568982836,1.49079262379222,9.40530414522065,19.969723752895,0.832429210617395,6.0582945953434,12.4504126097062,16.5338164273549,45.6868273116911,8.56146373383388,0.0594658549237477,3.51655463949634,6.95762032550492,9.07751271028965,45.6868273116911,26.7648188214456,0.521345079874271,8.76588017047668,49.0460778451763,70.4151371953078,1175930.907884,199589.306927749,563511.504123082,123526.234381513,289303.862451655,628056.474124504,196973.089115754,224309.332559315,206774.052449435,348285.126831747,2,3
1572420.00429277,659950.315981763,33009,2608.7624994563,2783.69444138635,871398.509232623,35678.7221375393,1038.23844095693,1212.43828438851,110.072221649303,129.148187272261,0,0,0,37.5271095414855,1.65977942744534,17.3124124661201,26.2519616458654,106.829463789558,3.77163498848396,0.0566827915796038,1.45936280010128,1.67527186212578,11.7779612161494,1.51745427426831,9.98256283117132,21.0183789047793,0.763358247162286,7.07555479652435,12.6551415613163,14.989396702688,49.5376520802045,9.06157710174169,0.054096135082685,4.12264365790383,7.0920198078605,8.12068610017646,49.5376520802045,25.9582310974211,0.507311789454393,7.96126755837453,47.0492823401242,69.6798713782455,1166589.08393344,198942.486997855,558097.34990033,123674.996286649,285874.250748602,622664.355244484,194271.979260243,221736.06995967,206656.30602457,344982.241691097,2,3
1556382.93533813,643339.343164271,32115.2283942968,2609.59781752208,2784.32605709782,871965.410719038,35684.2575802005,1038.64927722919,1213.3139182245,110.827476403261,129.702355724388,0,0,0,37.7705954926837,1.70854128326892,18.1037305938305,26.0999265502068,106.685303864503,3.99647776650799,0.0500880491349135,1.54180832118327,1.26307194179426,12.7680433899926,1.51956430247822,10.7617853860973,21.7599583621055,0.618030446459601,8.33977533589904,13.2826214925763,13.9547390559503,51.7110533543252,9.36125392697217,0.040744771336468,4.89316565313689,7.47047741168552,7.54008980481574,51.7110533543252,25.1570837334839,0.496286033868534,7.21927631018751,44.9467076874012,68.8980955535345,1157276.53663284,198297.387072773,552731.377641598,123781.045758725,282466.726159747,617300.768570881,191586.440420785,219208.367255697,206505.960894398,341678.380989189,2,3
1573711.4388309,659839.36438105,33036,2614.25976951197,2786.76053812769,872770.624749096,35700.429393119,1041.51647635879,1215.88799309397,109.983435507328,128.81520664358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1557630.27798278,643189.040226863,32140.6387393828,2615.85984520009,2788.10530649306,873329.591578581,35707.6810256469,1042.98039856832,1217.95622837177,110.737300024714,129.379965084198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1574945.30308017,659679.950773102,33063,2620.62976484349,2790.82529174729,874128.207139538,35725.6901109384,1045.11607237838,1219.83599780955,109.896268441966,128.500991919172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1558871.67217595,642995.169237869,32165.7225015687,2623.40706224661,2793.47952192332,874723.771547456,35735.8448064511,1046.18370767611,1221.53660757798,110.651750818169,129.07971790001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1576219.02576104,659469.25333369,33089,2629.71602601246,2797.73104554766,875565.571307061,35756.754048729,1049.37085108891,1224.51710141894,109.822725016792,128.221949509698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1560144.95892804,642732.384759294,32189.1004413049,2633.01778993282,2801.05694092958,876206.707489469,35771.7919484134,1051.36656941156,1227.24699696695,110.590040484281,128.828988380067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1577519.48537907,659185.441237714,33116,2639.33834275467,2805.61507245899,877091.670156747,35797.4205693941,1053.94154413964,1229.64813843876,109.776369046315,127.997129817033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1561438.90391456,642403.31744509,32213.2930447215,2643.24496000907,2809.73498500609,877767.698977271,35814.9075471846,1055.5384729637,1231.99724499046,110.559617811948,128.637382245958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1578835.10521917,658834.962716213,33144,2650.43316254265,2815.22366700497,878691.551378603,35842.9342948064,1058.75399219084,1235.0516903909,109.755155837758,127.821854795812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1562739.56319685,641998.453392242,32238.056156576,2655.46901622341,2820.46884049148,879403.212235877,35861.9597120152,1060.85767885174,1237.95429329303,110.549906085781,128.48770345067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1573881.20211638,647726.071496107,21299,2675.57062596963,2841.90177938335,884521.114225274,36116.5439896441,1064.72908000036,1241.70473269845,109.751872512061,127.684109432076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1563469.16405834,632319.320469342,20752.5245677769,2693.56632077029,2860.38650812941,889229.909685937,36365.9810741599,1073.32436303294,1246.11355047007,111.370259030332,129.444611040998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1574455.60460405,638220.905080372,21309,2713.74271958373,2879.87644520941,894024.74830203,36616.3320568545,1081.70160706355,1255.66084497165,111.397857170888,129.709140219304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1563901.88665619,622980.921116352,20759.5213459244,2731.98463004878,2897.17898044037,898430.344400383,36861.4575289624,1089.42386092468,1259.18408266774,113.012284009833,131.457606735251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1574753.07674717,629048.818655593,21315,2752.59216657763,2915.86193587786,902928.620461513,37107.1835276082,1098.168647964,1269.08602429233,113.017326857041,131.669028742988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1564056.58524966,613966.399887236,20762.8625877872,2770.07879192302,2931.71625481785,907039.251131451,37349.1391842344,1105.75237931176,1272.49198902579,114.632737143633,133.410845537584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1574768.21560268,620196.515110034,21317,2789.62195736694,2948.84089902836,911242.011131457,37591.2265047961,1113.64567394952,1281.51330001094,114.617819837962,133.572069876278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1563928.8146041,605280.55593417,20762.8278354473,2806.0073482165,2962.69724795588,915050.835221601,37828.7188521531,1120.07141504288,1283.7183669123,116.237260889033,135.310665930924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1574496.14840673,611674.527170209,21315,2824.63847324023,2978.085337688,918953.161700989,38065.7357246071,1127.77140448876,1292.47440916848,116.197811149827,135.417097394626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1563511.85898048,596928.712091395,20759.6828157326,2839.88120760915,2990.9168958761,922455.748348061,38296.6004375379,1133.34390742179,1293.75928102965,117.817968904113,137.149010356748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1573928.76667716,603483.488443837,21309,2857.75429500827,3005.46356296979,926055.487399176,38526.572976169,1141.04401460413,1302.49842607986,117.750803720201,137.192903630253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1562793.1346235,588907.984212012,20752.9681015099,2871.12754313458,3016.62041809603,929246.366885748,38751.0355645089,1145.88989958564,1303.01027608165,119.36772890402,138.907885195485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1573051.36244582,595626.740713446,21300,2887.19790577314,3029.4370708849,932533.943594791,38974.0431609254,1152.75801721417,1310.87533357058,119.271623517874,138.88822080179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1561795.21922705,581116.587102947,20742.8470426193,2902.33660400113,3042.0467038075,935541.337913646,39192.9109026471,1160.36299192881,1316.19786614546,120.882859833209,140.581409357679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1571915.18367784,587872.46645977,21286,2920.74228672685,3056.66439293315,938654.761040715,39410.5494976966,1168.62568008178,1325.43770702863,120.763808981912,140.513176141091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1560536.4887461,573399.893958112,20727.277077589,2937.28540093252,3070.56675231109,941502.945878703,39625.7967560467,1176.8021350786,1331.54944794829,122.37747221623,142.201233243492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1570513.54724391,580168.721825678,21269,2957.31621928468,3086.53357168437,944461.058384193,39839.9172430659,1185.71724697718,1341.38797979457,122.238937087339,142.090379158257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1559010.48850445,565719.628754495,20708.2824869018,2975.33343331987,3101.45590185898,947162.310617348,40051.7597974326,1193.83885196834,1347.60913544087,123.859231617254,143.778771290604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1568838.51967419,572480.849459489,21248,2997.40613328504,3118.77093344658,949978.916263758,40262.5768842144,1204.01729366087,1358.63858122192,123.699923353977,143.625533447842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1557207.41711268,558037.673505179,20684.7808028247,3017.18717233469,3135.57472693319,952546.292124782,40470.6895834511,1212.4517190062,1365.33685105111,125.326983825568,145.314762286164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1566879.55608027,564770.184419131,21224,3041.58957972918,3154.99268285362,955234.797254333,40677.9921442277,1223.98675540586,1377.64530605554,125.14670374151,145.11681304641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1555112.73721288,550316.702681355,20657.6458717077,3062.70607883163,3173.27681731452,957676.485457959,40883.5661774219,1232.74700762472,1384.82294463533,126.78056378347,146.801544739098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1564617.77043622,557003.185002677,21195,3098.55210435349,3200.64474864259,960242.99232357,41072.3962569734,1245.16147947267,1397.90154029919,126.5801505266,146.56036028423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1552745.76475503,542488.298638808,20623.4543805814,3130.96103894625,3227.36641804223,962634.676706444,41264.4619527882,1257.70927404079,1409.41138089742,128.191627035588,148.204166186297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1562102.6754741,549031.215419993,21163,3179.98643052167,3265.61469904586,965186.692570626,41439.166353912,1275.4531172478,1428.15315198872,127.95514695374,147.907338174015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1550114.44625278,534361.539123356,20582.3218033989,3224.38120625732,3303.4247201302,967604.744946721,41620.356256314,1291.97858087726,1444.21443917568,129.559632868694,149.52969553724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1559306.73325734,540666.80280181,21127,3252.13102282172,3330.83924067883,970214.589247624,41842.3709444033,1314.78220699551,1468.32023324556,129.294744620003,149.183713851817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1547206.44525112,525895.916384369,20538.9010727479,3274.50157134387,3354.7118845098,972614.392171198,42066.9232397032,1321.9101441625,1474.05416937053,131.008590215372,150.915719675991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1556246.92210412,532150.766040155,21087,3292.4682005912,3375.19856782238,975121.757435297,42306.7318602518,1337.07461252825,1489.34260015476,130.811397838782,150.631393571737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1544047.66952705,517407.568986903,20496.3554061998,3305.2340177781,3392.24246718098,977396.084723334,42546.5393318574,1340.45959082261,1491.08602597775,132.580800043947,152.402393863304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1552937.64436335,523677.86566207,21044,3201.99110972022,3333.75727485085,979740.513717306,42983.5165994001,1353.40651286794,1503.60877910814,132.398991733224,152.111531567204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
