"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
471.757689744269,478.711535757868,485.696733072716,492.712785452253,499.759156539605,506.83526798818,513.940497579022,521.074177330697,133.893243280811,135.575073960487,137.271632223014,138.982773112373,140.708331932625,142.448123344393,144.201940445078,145.969553832969,104.807722837719,106.685826540088,108.577477205435,110.482599712939,112.401107538038,114.332901963204,116.277871272917,118.235889932291,461.400574963246,470.633581244887,479.926782259902,489.279876755641,498.69252661862,508.164352493123,517.694929381399,527.283782206668,6604.5914982315,6690.48384232445,6777.54500451089,6865.77977844396,6955.19208056785,7045.78488548353,7137.56015893921,7230.51878707743,431.616146353679,440.397978777684,449.24062744817,458.143853093245,467.107380987443,476.130896622324,485.214041327459,494.356407859185
