"All ages","0-14","15-54","55-64","65+","15-59","60+","55+","<55","15-24","25-54"
1.6373673839821,0.0121961337058848,0.314168417708545,1.06595279166251,5.34944938410505,0.361655731063284,4.46260507214637,3.93651028807167,0.234183487420841,0.148623871435399,0.363929943501872
1.62760133284803,0.0120099420229264,0.298708877810129,1.05796866989294,5.34287024784717,0.347073535942187,4.45557861116601,3.92946617280225,0.222770565993135,0.136664748138135,0.347417214804622
1.61824915892489,0.0118318332819553,0.283893014657351,1.05033880008632,5.33658295670345,0.333100472183607,4.44886394932057,3.92273455568301,0.21183281279794,0.12513944688728,0.331611326971083
1.61223154485889,0.0117173337409107,0.274353075868228,1.04543836351762,5.33254522334021,0.324104340042681,4.44455169882418,3.91841131134066,0.204789981894689,0.117683315386901,0.321444449185675
1.59242877455659,0.0113411450699905,0.242914976273598,1.02936786595511,5.31931002459504,0.294465404702093,4.43041532887354,3.90423778001644,0.181580882784962,0.0929036511505185,0.288003137709046
1.57438359153287,0.0109992094773476,0.214195597245873,1.01480979883636,5.30733627762331,0.267400643903194,4.41762251326791,3.89140878142802,0.160378901047079,0.0699612195275176,0.257545816109296
1.65747596109512,0.0125793600650576,0.346033102710954,1.08236800223728,5.36295014537,0.391708389157321,4.47703066731975,3.95097554778113,0.257706925346157,0.173303036183684,0.39795669940814
1.65709816458371,0.0125717915019743,0.345465266868639,1.0820254319392,5.36265827312112,0.391168321947635,4.47672137229707,3.95066688403796,0.257287550494289,0.172975883334415,0.397316463027494
1.65672793813382,0.0125643862909977,0.344907519854009,1.08169108051156,5.36237388551838,0.390638041323508,4.47641988921156,3.95036594891484,0.256875633760658,0.172651394208064,0.396688549035482
1.65648525303648,0.0125595386515188,0.344541195606498,1.08147266655375,5.36218838035196,0.390289863077227,4.47622316565135,3.95016954512573,0.256605093703163,0.172436520433716,0.396276666526886
1.6556612017828,0.0125431187510471,0.343292834098146,1.08073574060746,5.36156418286649,0.389104001622563,4.47556079847424,3.9495080173505,0.255683170353698,0.171693353367093,0.394876335906833
1.65487515574347,0.0125275186503014,0.342095105439803,1.0800400871276,5.36097758835245,0.387967258312155,4.47493767418612,3.94888531192171,0.254798677242799,0.170963485679242,0.393537868317671
1.6366245777812,0.0121811963348447,0.31306097927248,1.0652704466118,5.34886379794392,0.360601177362185,4.46198559496363,3.93589264776952,0.233365526822795,0.148009421441886,0.362674219262011
1.62652314327343,0.0119882613664076,0.297103313691192,1.05697672900101,5.34201766370972,0.345544407289338,4.45467701670936,3.92856742048606,0.221584667409511,0.135779914252886,0.345594870310276
1.6168572268123,0.0118038458909057,0.281822576311396,1.04905637079946,5.33547906963004,0.331128310259003,4.44769702088876,3.92157151562552,0.210303525911266,0.124006041500683,0.329259058612052
1.61064168354138,0.0116853686939668,0.271989928709609,1.04397223968216,5.33128201547077,0.32185315198239,4.44321665729746,3.9170808730649,0.203044474244519,0.116395404409508,0.31875791190776
1.59021023253985,0.0112965541467804,0.239625066397098,1.02731604353455,5.31753662580244,0.291330415189253,4.42854250086408,3.90237212361132,0.17915075543036,0.0911379404467507,0.284254839336613
1.57162390861799,0.0109437668873291,0.210111640302383,1.01225119277268,5.30511854712061,0.263507981270686,4.41528204983279,3.88907808798346,0.157362155988607,0.0678019440009961,0.252883066182645
