"All ages","0-14","15-54","55-64","65+","15-59","60+","55+","<55","15-24","25-54"
1.65825485767501,0.0125950001082257,0.347199835575949,1.08307844123253,5.36355692478116,0.392818653723833,4.47767330042655,3.95161666230067,0.25856863684607,0.173965557567062,0.399275105589938
1.63229315701553,0.0124229553103087,0.343039409808045,1.06480870041619,5.27779029202378,0.388514953199923,4.40457733491688,3.88814500518163,0.255464850583235,0.171585422672634,0.394579387372624
1.61963032432672,0.0123390639585714,0.341009316246341,1.05587321995747,5.23597287521061,0.386414973270584,4.36892719123619,3.8571884627361,0.253950361473434,0.170424178750422,0.392288051787319
1.60717179755796,0.012256540560394,0.339011418307035,1.04706628720584,5.19483997863831,0.384348314877842,4.33385383325047,3.82673255050512,0.252459899704785,0.16928144747535,0.390033026636254
1.5989768767495,0.0122022661594749,0.337696939209141,1.04126485718844,5.16778906692091,0.382988606188951,4.31078429185267,3.80670002099746,0.251479283376144,0.168529661185508,0.388549360259974
1.57096766858591,0.0120168051143472,0.33320228272085,1.02138586768422,5.07536441542946,0.378339359013561,4.23194085682337,3.73823528767099,0.248126247126575,0.165959358978864,0.383476102053328
1.54395664297512,0.0118380080197082,0.328864798117921,1.00214187254409,4.98628047841366,0.373852793103035,4.15591533215393,3.67221644889645,0.244890503683482,0.163479403488475,0.378580111513296
1.54893992821826,0.0118837709775618,0.330560315030743,1.02706485100812,4.99054936990536,0.375604889409834,4.16846931297635,3.68330255255578,0.246148978391439,0.164385439456818,0.380512992899987
1.49494883350222,0.0115337184598639,0.32236638961245,0.999381386480242,4.80631689016192,0.367128740184714,4.01573129541197,3.55076519118545,0.240033091360724,0.159665561989543,0.371274521721482
1.44138977856941,0.0111872708219824,0.314254099180369,0.971907639126361,4.62355656219301,0.358737406796517,3.86420151514357,3.41927776907011,0.233978148503193,0.154991199880998,0.362128556453877
1.40591932065505,0.0109582707945873,0.308890433519594,0.95370619853449,4.50251891320808,0.353189448627621,3.7638403896466,3.33219192769599,0.229974761855216,0.151899780016149,0.356081705198659
1.28321563524812,0.0101688003034174,0.290390436809193,0.890702225040355,4.08380156324811,0.334055075635359,3.41661043276974,3.03089717666284,0.216166587821064,0.141231857618102,0.335226910691465
1.16267291178111,0.0093973298127982,0.272299148791401,0.828749252597417,3.67244180323902,0.315345379803201,3.07542070397532,2.73485185160284,0.2026635255037,0.130791636497824,0.314835299630504
1.52443079105038,0.0117202715590903,0.326597391800823,1.00977564739876,4.90968235750613,0.371504517135468,4.09953269515648,3.62343216220628,0.24319262016744,0.162124071302077,0.376038459429724
1.45954863480023,0.0112967342745338,0.316614125359623,0.974355367151258,4.68960644971239,0.361176238410316,3.91621734913712,3.4643305396643,0.23574195484929,0.15638772224932,0.364778273649847
1.39596259306382,0.0108820262082521,0.306834164295734,0.939722665758099,4.47390920511482,0.351058205618346,3.73657541665404,3.30841466511703,0.228443048033489,0.150769203555168,0.353747107748838
1.35427174761536,0.010610321444351,0.300424060543288,0.917060003202216,4.33247448390259,0.344426476038197,3.61879720101983,3.20619062948738,0.223659122741681,0.147087177105175,0.346516771439418
1.21258081531606,0.00968814456501242,0.278653061043443,0.840317513323507,3.85172044472196,0.321902532568286,3.21854745957011,2.85879194784025,0.207411291339157,0.13458476606993,0.321959095067727
1.07710990239763,0.00880831575147401,0.257860928640336,0.76737690389114,3.39194666722952,0.300391041720011,2.83591086693985,2.52667083010505,0.191894112250768,0.122648756380917,0.298504364827551
