"All ages","0-14","15-54","55-64","65+","55+","<55","15-24","25-54"
32.5021218976594,1.04989974276746,11.9809398593613,29.5502822825688,91.208028529757,70.8698689630636,9.08549100087768,8.19486840331153,13.119055800572
31.9845984095891,1.03421898290519,11.8209094210043,28.8122382751638,89.8293858926624,69.7029766598005,8.96370238318139,8.07383348985336,12.9473003125254
31.7319267828682,1.02656663433865,11.7427788745922,28.451451187836,89.1565324858436,69.1332730531395,8.90424319858507,8.0147479749433,12.8634433908445
31.483179173818,1.01903514667267,11.6658605113983,28.0959797878701,88.4942884660797,68.5724265477159,8.84570703744017,7.95658324620589,12.7808862836987
31.3194790697142,1.0140797015955,11.6152392844408,27.8618900596331,88.0585553197442,68.2033412164518,8.80718371849004,7.91830626914911,12.7265534610753
30.759520126774,0.997134114489586,11.442065643684,27.060229800742,86.5686077513396,66.9408804295806,8.67539831744147,7.78737471174892,12.5406787719237
30.2189094603596,0.980779909274073,11.2748343445946,26.2849288189572,85.1309555466984,65.7221310421966,8.54813746888906,7.66095424801158,12.3611768355835
30.5164069379673,0.987593815488683,11.3652532919379,27.4113013653256,85.5807890014269,66.3951766402346,8.61640928712644,7.72547205136852,12.4593827094971
29.5316648543279,0.956838613158906,11.061219503537,26.3526157288931,82.7872235904374,64.1747286550471,8.38477303344202,7.49367951155528,12.1336277990652
28.5521924651285,0.926341348614254,10.7596587765577,25.3009416592644,80.0066811944123,61.9652529595871,8.15502233675194,7.26377241981496,11.8105228682902
27.9020875681246,0.906150500866697,10.5599678831387,24.6036516661839,78.1600961274286,60.4982589890776,8.00288416354574,7.1115296550938,11.5965658057314
25.6443738313787,0.83634421132331,9.86932554940912,22.1866033315688,71.740689491959,55.4005418281581,7.47671000725825,6.58498510282574,10.8565851857795
23.4131755588671,0.767828591237521,9.19109505140331,19.8047801852039,65.3868622122008,50.3580567692475,6.95999823986024,6.06789221129166,10.1299075918463
30.0298086957887,0.972754094980026,11.2135210136724,26.7157764569848,84.2878656691264,65.2996906953463,8.50094276870968,7.61085235821059,12.2964916991252
28.8302177474617,0.935372712287534,10.8414908666508,25.3483206397385,80.9262850628859,62.5968802867628,8.21756802482386,7.32780637135277,11.8977064328212
27.6540187475409,0.898752586967455,10.4769334810759,24.0127339127064,77.6276932113233,59.9466960062024,7.93988712992258,7.05049092006082,11.5069180807416
26.8825333907421,0.874750390914776,10.2379355711746,23.1395777316386,75.4626801912334,58.2083569323269,7.75784497842941,6.86871104681403,11.2507166350872
24.2588804157845,0.793227932148967,9.42589305960137,20.1878798306888,68.0911444513598,52.2963412918102,7.1393259154679,6.25121249629466,10.3801823049629
21.7481920409734,0.715365214723949,8.64991713597474,17.3902448656638,61.0235368071717,46.6383854812029,6.54828437793491,5.66132337911381,9.54825873952089
31.9166224355846,1.01585587655024,10.9508582112982,29.1144512143184,90.9919184131412,70.5812350655712,8.31932375846745,6.97692989025337,12.1453931029655
31.6413446556472,0.999914856282208,10.4659584818403,28.9105556894056,90.8908626954662,70.4462347615088,7.95867546546928,6.40183122640227,11.6875817541371
31.3767540674192,0.984633501368376,9.9994839220678,28.7152396191411,90.7941068367674,70.3169468930667,7.61174180551919,5.84743065927754,11.2475124049554
31.2059748015689,0.974791922103162,9.69817704300893,28.5895365129737,90.731867713897,70.2337600633753,7.3876550477248,5.48869919608463,10.9634505211328
30.6408587469764,0.942350925313133,8.69978271335338,28.1757537961342,90.5272307323917,69.9600899276416,6.64516780265114,4.29625000873361,10.0233307408725
30.1214144659933,0.912706897873747,7.78003566039517,27.7986069512163,90.341151033411,69.7109444905707,5.96121914614261,3.1921951653631,9.15892946308118
32.4837339446067,1.04868338310369,11.9504232479531,29.5338432179342,91.1994057292082,70.858665871749,9.0627393333956,8.1648599170837,13.0883841578026
32.4747308274712,1.04809171699722,11.9354258645783,29.5258761580425,91.1952410328815,70.8532459578128,9.05155960231298,8.15001722730373,13.0733391771029
32.4658516855325,1.04751077807355,11.9205979211127,29.5180731536433,91.1911716817159,70.8479440791671,9.04050721908042,8.13527925717697,13.0584831223699
32.459999927776,1.04712934088849,11.9108050957255,29.5129607189906,91.1885108423546,70.8444739406706,9.0332084628739,8.12551102493733,13.0486822110785
32.4399337523642,1.04583021922678,11.8770971205176,29.4956166452976,91.1795173298477,70.8327238412651,9.00808890337486,8.09167154513906,13.0150114439312
32.4204896682196,1.04458492896925,11.8442387232646,29.4790966003521,91.1710029938174,70.8215667986906,8.98360788517076,8.05835436725677,12.9822887895331
31.8992215951426,1.01470002104013,10.9220995708629,29.0987337034829,90.9836284219244,70.5704930710758,8.297879751193,6.94914191989122,12.1163403523296
31.6161039640901,0.998238500044052,10.4242752089641,28.8877195815662,90.8787992161539,70.4306149578717,7.92759351413665,6.36182285698375,11.6453915437568
31.3441871229555,0.98247105196829,9.94574098304215,28.6857309515811,90.7784950449189,70.2967473571459,7.57166658845415,5.79619138036224,11.1930122941206
31.1687890774041,0.972323236446425,9.63684016090048,28.5558114428434,90.7140079377846,70.2106626956356,7.34191664115478,5.430480706973,10.9011709537196
30.5890110490431,0.93891181157681,8.61438378520379,28.1285983304804,90.5021793412182,69.9277412608625,6.58148445793655,4.21645580386569,9.93623930604599
30.0569409602719,0.908435373725617,7.67396514348474,27.739841063311,90.3098426666281,69.6705714091934,5.88211889667275,3.09463640734312,9.05029033220858
