,10,20,30,40,50,60,70,80
O-pre,471.7576897,478.7115358,485.6967331,492.7127855,499.7591565,506.835268,513.9404976,521.0741773
O_latent,133.8932433,135.575074,137.2716322,138.9827731,140.7083319,142.4481233,144.2019404,145.9695538
O_mixed,104.8077228,106.6858265,108.5774772,110.4825997,112.4011075,114.332902,116.2778713,118.2358899
Y_pre,461.400575,470.6335812,479.9267823,489.2798768,498.6925266,508.1643525,517.6949294,527.2837822
Y_mixed,431.6161464,440.3979788,449.2406274,458.1438531,467.107381,476.1308966,485.2140413,494.3564079
Y_latent,6604.591498,6690.483842,6777.545005,6865.779778,6955.192081,7045.784885,7137.560159,7230.518787
